word,count
दिने,43
सबैभन्दा,43
आयोजनाको,43
आत्मघाती,43
—,42
कम्प्याक्ट,42
खर्च,42
जग्गाको,42
राज्य,42
जनताका,42
सुरु,41
सकेको,41
देउवा,41
मोडमा,41
सहयोग,41
नेताहरूले,41
ध्रुवीकरण,41
नेपालको,40
समेत,40
विश्वकप,40
आक्रमण,40
हुनेखानेकै,40
अझ,40
लेऊ,40
प्रश्न,40
भएका,39
५०,39
सुझाव,39
स्रोत,39
शीतयुद्धहरि,39
गठबन्धनलोकराज,39
दिवसदमननाथ,39
उहाँको,39
थिएज्योतिरत्न,39
शेरबहादुर,38
"थिए,",38
राष्ट्र,37
Kantipur,37
चरित्र,37
पार्टीका,37
जनसंख्या,37
बेला,36
अध्यक्ष,36
सूचना,36
तीव्र,36
युक्रेनमा,36
२३,36
वृद्धि,36
प्रतिक्रिया,36
उक्त,35
"छ,",35
of,35
१७,35
अन्तर्गतको,35
कार्यान्वयनको,35
तिनका,35
स्थायित्व,35
किसिमको,35
युग,35
हुनुहुन्थ्यो ।,35
अन्तर्राष्ट्रिय,34
सरकारको,34
छलफल,34
बारेमा,34
१९,34
विषयले,34
अत्यधिक,34
फेब्रुअरी,34
पश्चिमा,34
हैसियत,34
सम्झौतालाई,34
मिलेनियम,34
राज्यका,34
माघ,34
वरिष्ठ,34
केन्द्रीय,34
तराई,34
माटो,34
संरक्षण,33
लगानी,33
मुआब्जा,33
"४,",33
थालिएको,33
सिँचाइ,33
तरंगित,33
उनी,33
टुंगोमा,33
गरे ।,33
संस्कारले,33
संविधानसभाबाट,33
प्रेमकृष्ण,33
धनी,33
पहाडलाई,33
चुरेको,33
"चुरेलाई,",33
पुनरावलोकन,32
गर्दा,32
थियो ।,32
संसद्‌बाट,32
च्यालेन्स,32
हो-,32
विवादित,32
न्युयोर्क,32
२०२२,32
खास,32
त्योभन्दा,32
व्यापार,32
पुर्‍याउन,32
विधिवत्,32
च्यालेन्ज,32
उत्तर,32
हालै,32
"यस्तै,",32
बसाइँसराइसँगै,32
महेश्वर,32
बैंकले,31
भनाइ,31
नेकपा,31
रुपैयाँ,31
सेयर,31
न्युज,31
आधिकारिक,31
कोभिड,31
अहिलेसम्मकै,31
नसक्दा,31
चेन्जर',31
'गेम,31
चल्नयोग्य,31
ध्रुवीकरणबीच,31
बनाइरहेकै,31
राजनीतिलाई,31
सिकाएको,31
आधा,31
कारोबारमा,31
नाफा,31
पहिला,31
शीर्षस्थ,31
थियो—,31
सोझो,31
सक्ला,31
अन्तर्वार्ताकारले,31
टेलिभिजन,31
मै,31
१७८७,31
विकासक्रममा,31
मानिन्छन् ।,31
हामीबीचको,31
भएसँगै,31
निधन,31
पञ्चमीका,31
वसन्त,31
आदरणीय,31
मेरा,31
पाठक,31
अभिवक्ता,31
सम्पदामा,31
भनिन्छ ।,31
कमलो,31
कान्छो,31
शृंखलाबीच,31
महाभारत,31
"परिचित,",31
भएकोले,31
समीक्षामा,31
JavaScript,31
आधार,30
आधारमा,30
प्रवाह,30
१,30
सरकार,30
यसलाई,30
मात्रै,30
हो ।,30
बढाएको,30
ServicePrivacy,30
Kathmandu,30
हाम्रा,30
भिडियो,30
पोर्टल,30
विश्वमा,30
चीरप्रतिक्षित,30
तथ्यहिन,30
६१–६२,30
थालनी’,30
पूर्वसम्भाव्यता,30
सुरुमै,30
दशकको,30
‘३०,30
आयोजना ।,30
सिक्टा,30
बाँकेस्थित,30
नमुना,30
असफल,30
भैसकेको सिक्टालाई,30
अनलाइन,30
टाइम्सको,30
फैलिइरहेका,30
उत्तेजनात्मक,30
"अंग्रेजीभाषीमा,",30
"सञ्चारमाध्यम,",30
महिनाअघिदेखि,30
‘व्यापार,30
उक्लिएको,30
ह्वात्तै,30
दशकमै,30
देखे ।,30
"गर्थे,",30
जानी–जानी,30
"नसक्दा,",30
नियोग,30
तपाईको,30
तपाईंको,30
?लगइन,30
बिर्सनुभयो,30
अथवापासवर्ड,30
अंक,30
इन,30
उडान,29
स्थानीय,29
व्यवस्था,29
समस्या,29
बनाउने,29
अघि,29
गठबन्धन,29
संसद्मा,29
फागुन,29
ekantipur.comTerms,29
Copyright,29
KantipursaptahikNepalNari©,29
Radio,29
Post,29
TVThe,29
प्रकाशनहरु,29
+९७७-०१-५१३५०००+९७७-०१-५१३५००१,29
"थापाथलीकाठमाडौं,",29
"पार्क,",29
बिजनेस,29
लि.सेन्ट्रल,29
पब्लिकेशन्स्,29
ठेगानाकान्तिपुर,29
पत्रिका,29
लिंकहरुविज्ञापन,29
»उपयोगी,29
समेट्छ।,29
विश्लेषणलाई,29
आयामका,29
जीवनका,29
"प्रविधि,",29
"विश्व,",29
"खेल,",29
"मनोरञ्जन,",29
"विचार,",29
"समाचार,",29
पोर्टलले,29
भाषाको,29
दैनिकको,29
वेबसाइट,29
वाणिज्यअन्यहाम्रो,29
२०१९कोसेलीकोपिलाकुराकानीकलाकर्णालीउपत्यकाअर्थ,29
विशेषजीवनशैलीगन्तब्यगण्डकीखेलकुदक्रिकेट,29
नेपालीदसैं,29
२०७४नारी,29
प्रदेशसभा,29
१प्रतिनिधिसभा,29
संस्करणप्रवासप्रदेश,29
प्रविधिविचारवाग्मतीलुम्बिनीरोचकमनोरञ्जनमधेसभिडियोब्लगबजारफोटोफिचरफिचरफड्कोप्रिन्ट,29
चिठीसमाचारविश्वविविधाविज्ञान,29
२०७४सुदूरपश्चिमसाहित्य/विविधसम्पादकलाई,29
नेपालमास्वास्थ्यस्थानीय,29
शुक्रबारहाम्रो,29
खेलकुदहेलो,29
साग,29
स्तम्भहरु१३औं,29
कान्तिपुरका,29
»,29
विस्तृतमा,29
https://coronavirus.jhu.edu/map.html,29
बजे,29
"फागुन,",29
०३,29
"मंगलबार,",29
"१,६५,४९,४८९मृत्यु११,९०२अपडेटः",29
"संक्रमित१,१११,८९८पूर्ण",29
"१०,२१३,२५०,९७३मृत्यु५,८१७,३२५नेपालमा",29
"संक्रमित४१२,०४८,८५६पूर्ण",29
[अपडेट],29
तथ्यांकमा,29
२०७८मिलेनियम,29
महतफाल्गुन,29
आलोचनारामशरण,29
आएर...विचारएमसीसी,29
२०७८हाम्रो,29
बनाऊसम्पादकीयफाल्गुन,29
केन्द्रका...विचार१६,29
२०७८बहुचर्चित,29
अधिकारीफाल्गुन,29
पाठइन्द्र,29
संस्करणमा...विचारएमसीसीले,29
२०७८केही,29
रोकाफाल्गुन,29
गर्दा...विचारजटिल,29
२०७८कथा,29
पोल्टामाचन्द्रकिशोरफाल्गुन,29
अनावश्यक...विचारजग्गा,29
२०७८मुलुकका,29
रोकसम्पादकीयफाल्गुन,29
छ...विचारएमसीसीबारे,29
२०७८मलाई,29
बरालफाल्गुन,29
गरेर...विचारएजेन्डाविहीन,29
२०७८लिखित,29
ढुंगानाफाल्गुन,29
साढे...विचारफागुन,29
२०७८जनता,29
शाक्यफाल्गुन,29
मानव...विचारजो,29
२०७८शिवालिकका,29
ढकालफाल्गुन,29
!डा.,29
लेख,29
हुनुभएकोमा,29
आवद्ध,29
नेटवर्कसँग,29
प्रोफाइल,29
लेख्नुहोस्,29
डाइजेस्टविविधलेख,29
नेपालीमा,29
लिंक,29
सुचना,29
News) नेपालीसबै,29
(Except,29
English,29
language,29
EnglishSet,29
अभिलेखालयLanguage,29
विशेषबजारइ-पत्रिका,29
चिठीकुराकानीकलाअन्यदसैं,29
प्रविधिस्वास्थ्यभिडियोसम्पादकलाई,29
वाणिज्यविचारखेलकुदउपत्यकाकोसेलीविश्वमनोरञ्जनब्लगप्रवासफिचरफोटोफिचरजीवनशैलीसाहित्य/विविधविज्ञान,29
गृहपृष्ठसमाचारअर्थ,29
अभिलेखालयशीर्षक,29
enabled!</span></div>कान्तिपुर,29
without,29
properly,29
work,29
doesn't,29
site,29
this,29
but,29
"sorry,",29
"class=""disableJavascript""><span>We're",29
"style=""display:none""src=""https://www.facebook.com/tr?id=1199855830026830&ev=PageView&noscript=1""/><div",29
"width=""1""",29
"height=""1""",29
गर्नुहोस्पठाउनुहोस<img,29
सुझावपठाउनुहोससम्पर्क,29
रिसेटतपाईँको,29
हेर्नको,29
अवसरनतिजा,29
भाग्यशाली,29
अवलोकनको,29
हिमश्रृंखला,29
मनोरम,29
?नेपालको,29
।तपाईंको,29
लग,29
गर्नको,29
नेटवर्कलगइनसमाचार,29
।कान्तिपुर,29
अपतपाईंको,29
अपअथवासाइन,29
नेटवर्कसाइन,29
"style=""display:none;visibility:hidden""></iframe>कान्तिपुर",29
"width=""0""",29
"src=""https://www.googletagmanager.com/ns.html?id=GTM-KM6FRL""height=""0""",29
<iframe,29
थिए ।,28
परीक्षण,28
तयार,28
Policy×,28
विचार/विविधाविचारचुरेको,28
Shipping,28
Plus,28
Off,28
"MachineRs.67,39915%",28
Washing,28
WarrantyKonka,28
Brand,28
Year,28
One,28
Return,28
Easy,28
Days,28
"23,75014",28
F22Rs.,28
Galaxy,28
ShipingSamsung,28
Get,28
Now,28
"23,799Order",28
8iRs.,28
DarazRealme,28
Deals,28
Top,28
साढे,28
Share,28
सक्ने,28
समाचारshares,28
पढ्नुहोस्रद्द,28
Advertisementकान्तिपुर,28
वेबसाईट,28
योजना,27
कायम,27
ऊर्जा,27
कानुन,27
पारित,27
सडक,27
उत्पादन,27
हुँदै,26
क्षेत्रको,26
आवश्यक,26
नियमन,26
अति,25
लाख,25
कार्यक्रम,25
कार्यान्वयन,25
आएको,25
छुट्टै,25
प्रभावित,25
फ्लु,25
बर्ड,25
तत्कालीन,25
एमसीसीको,25
हुँदा,24
राष्ट्रपति,24
छैन ।,23
वित्तीय,23
विषयमा,23
"हो,",23
दिएको,23
करिब,22
वटा,22
जनाएको,22
हजारसम्म,22
४५,22
प्रसारणलाईन,22
गर्नुपर्ने,22
नेतृत्वको,22
समिति,22
सकिने,22
रहेका,22
व्यवस्थापन,21
वर्ष,21
नीति,21
जुन,21
यही,21
मन्त्रालयले,21
गुगल,21
संसद्बाट,21
३,21
२०७८कान्तिपुर,21
ऋण,20
बताए ।,20
अगाडि,20
बढी,20
वन,20
ग्याँस,20
"पेटीएम,",20
चल्ने,20
अधिग्रहण,20
आएका,20
शुक्रबार,20
"छन्,",20
गत,20
बताए ।,20
वर्षमा,19
४,19
यसले,19
वितरण,19
क्रममा,19
आवश्यक’–,19
संयन्त्र,19
ऊर्जाबारे,19
गोकर्णेश्वरलाई,19
"बढ्यो,",19
पे,19
"सकियो,",19
प्रदर्शन,19
नहुने,19
संसदीय,19
रुपमा,19
टेबल,19
"तर,",19
माग,19
संवाददाताकाठमाडौँ,19
मूल्य,19
परेको,19
सम्बन्धमा,18
अवस्थामा,18
८,18
खेलमा,18
बैंक,18
करोड,18
संयुक्त,18
जानकारी,18
संवाददाता,18
प्रतिवेदनकान्तिपुर,18
संवाददाता‘हाइड्रोजन,18
मागकान्तिपुर,18
संवाददाताबैंकले,18
निर्णयकान्तिपुर,18
संवाददाताराप्ती,18
पाइनेकान्तिपुर,18
संवाददातागोबर,18
फोनपेकान्तिपुर,18
संवाददातानेपालमा,18
टुंगिएनकान्तिपुर,18
वाणिज्यबाटअरुण–३,18
प्रस्ताव,18
भएपछि,18
गरे,18
पूर्ण,18
लामो,17
त्यसको,17
त्यही,17
एमसीसीलाई,17
यसअघि,17
लागू,17
ट्वान्टी–२०,16
लोकतन्त्र,16
भयो ।,16
भएकाले,16
सम्बन्धित,16
त्यसका,16
क्षेत्रका,16
लागेको,16
पुगेको,16
बताएका,16
नेपालका,16
खुला,16
प्रक्रिया,16
संख्या,16
वातावरण,16
राख्ने,16
अवस्था,16
देउवाले,16
१६,16
भएर,16
"छ,’",16
नागरिक,15
जेठ,15
देखिन्छ ।,15
जाने,15
का,15
गर्नु,15
हालसम्म,15
उल्लेख,15
उपलब्ध,15
गरिने,15
आधारित,15
गरेपछि,15
बनेको,15
भनेका,15
थिए ।,15
एकीकृत,15
किसानलाई,14
यान्त्रिक,14
रिपोर्ट,14
तटीय,14
२०,14
६,14
सेवा,14
२०७४,14
नभएको,14
संशोधन,14
समयमा,14
गएको,14
नाममा,14
चिनियाँ,14
विषय,14
मन्त्रालयका,14
लोकतान्त्रिक,14
देखिएको,14
सामाजिक,14
कतिपय,14
फरक,14
मुद्दा,14
दाबी,14
केपी,14
बिहीबार,14
पास,14
नेताहरू,14
बढ्ने,14
त्यस्तो,13
अथवा,13
सालको,13
मुलुक,13
रुस,13
सैन्य,13
सुरक्षा,13
कमजोरी,13
गरिएका,13
कार्यान्वयनमा,13
आफैंमा,13
हुन्छ ।,13
सीमा,13
दलहरूको,13
आज,13
गठन,13
जरुरी,13
स्वास्थ्य,13
१३,13
रकम,13
सम्बन्धी,13
हिसाबले,13
हामीले,13
निकै,13
अधिकारीले,13
ओली,13
सरकारमा,13
गरिरहेका,13
बैठक,13
सफल,13
सत्ता,13
तयारी,13
बढेको,13
सम्बन्ध,12
मात्रा,12
देशमा,12
रोका,12
जनवादी,12
"थियो,",12
पाठकजी,12
लाइसेन्स,12
दिइएको,12
विस्तार,12
सुधार,12
गुरुयोजनाले,12
पाएको,12
भनेर,12
मापदण्ड,12
कति,12
यसका,12
प्रवेश,12
प्राविधिक,12
विस्तृत,12
पूर्वाधार,12
लोकतन्त्रको,12
विश्व,12
१५,12
स्वदेशी,12
कार्य,12
रन,12
प्रभाव,12
देश,12
लिएर,12
सार्वजनिक,12
धारणा,12
२४,12
कम्पनी,12
केन्द्रित,12
दर्ता,12
पार्टी,12
सहमति,12
गठबन्धनमा,12
कुन,12
संघले,12
परियोजनालाई,11
प्रतिशतले,11
एजेन्डा,11
स्थानमा,11
सैनिक,11
गर्‍यो ।,11
अनुमान,11
परीक्षणका,11
बाह्य,11
प्रभावकारी,11
प्रणाली,11
सम्भावना,11
ठाउँमा,11
महसुस,11
प्रदेश,11
घर,11
उसले,11
यस्ता,11
कम्पनीले,11
भवन,11
राख्न,11
खाद्य,11
प्रतिवेदन,11
तरलता,11
नियन्त्रण,11
लाई,11
१८,11
क्रिकेट,11
भनिएको,11
३०,11
चरणमा,11
विरोध,11
अमेरिकाको,11
सरकारलाई,11
२५,11
आग्रह,11
समाधान,11
९,11
बैठकमा,11
विकल्प,11
प्रवक्ता,11
गरिरहेको,11
बनेका,11
दबाब,11
दलका,11
किमी,10
रोक्ने,10
अहिलेको,10
तह,10
बहस,10
दिवस,10
साझा,10
जनतालाई,10
उदार,10
दलको,10
पोल्टामाचन्द्रकिशोरजटिल,10
रोकसम्पादकीयजग्गा,10
बरालएमसीसीबारे,10
ढुंगानाएजेन्डाविहीन,10
शाक्यफागुन,10
विचारबाटजो,10
थिएँ ।,10
उहाँ,10
कूटनीतिक,10
नेटोको,10
सदस्यता,10
बुझ्न,10
गाउँपालिकाले,10
दूरसञ्चार,10
हुन् ।,10
नदी,10
भने ।,10
कर्मचारी,10
बाँकी,10
उनका,10
भौतिक,10
बजेट,10
संस्था,10
हाइड्रोजन,10
ब्याजदरमा,10
कर्जा,10
संस्थाले,10
कृषि,10
मन्त्रालय,10
बनाएको,10
न्यौपानेले,10
सालमा,10
सञ्चालन,10
चीन,10
लक्ष्य,10
१२,10
सहायक,10
प्रसारण,10
भनेको,10
डलर,10
गठबन्धनका,10
"होइन,",10
त्यति,10
बनाएर,10
भ्रम,10
पुष्पकमल,10
बाइडेन,9
भूराजनीतिक,9
२०१७,9
२००७,9
त्यस,9
होइन ।,9
रुसी,9
जिम्मा,9
भिसा,9
स्थापित,9
प्राधिकरणका,9
दरले,9
गर्नुपर्छ ।,9
संस्थागत,9
कार्यक्रमको,9
हेक्टर,9
समितिले,9
तल्लो,9
भइसकेको,9
‘यो,9
आधारभूत,9
जहाज,9
एरो,9
विमानस्थलको,9
दिएका,9
छिटो,9
सन्दर्भमा,9
पक्राउ,9
सुरक्षित,9
आम,9
पुग्ने,9
चालु,9
दायर,9
काठमाडौं,9
रणनीति,9
पहल,9
विदेशी,9
बसेको,9
नेपाललाई,9
भारतको,9
सानो,9
छुट,9
हिंसा,9
अमेरिका,9
मामिलामा,9
चिन्ता,9
किलोमिटर,9
अफ,9
निर्माणका,9
जलविद्युत्,9
नभए,9
बिहान,9
स्वीकार्य,9
लगायत,9
"हो,’",9
पत्र,9
दाहाल,9
दाहालले,9
केन्द्रका,9
२८,9
जनता,9
गराउने,9
सहभागी,9
नहर,8
चारदेशीय,8
यसै,8
दिवसका,8
शासन,8
राष्ट्रको,8
बहुदलीय,8
रामराजाप्रसाद,8
भए ।,8
बीपी,8
युरोपेली,8
नेटो,8
युक्रेनी,8
युक्रेनको,8
२१,8
बनाइएको,8
श्रमिक,8
चौधरीले,8
गाउँपालिका,8
कार्डमार्फत,8
तैनाथ,8
दैनिक,8
निर्माणको,8
विमानस्थल,8
प्रतिस्पर्धी,8
चलाउने,8
कुल,8
ग्रामीण,8
लागत,8
आएर,8
नीतिगत,8
जारी,8
कर्जाको,8
उच्च,8
हुँदैन ।,8
पहिचान,8
जनताको,8
सीमित,8
प्रशस्त,8
नारा,8
बस्ने,8
सहकार्य,8
माथिल्लो,8
प्रणालीमा,8
अभाव,8
जलवायुजन्य,8
विकासका,8
पेस,8
हुनेछ ।,8
सहरी,8
ठूला,8
जोखिम,8
गौरवको,8
आउने,8
सुविधा,8
आयोजनाका,8
उपकरण,8
तुलनामा,8
निर्देशन,8
सुनिश्चितता,8
प्रहरीले,8
बलियो,8
कोरोना,8
कानुनी,8
खेल,8
व्यक्त,8
बढाउन,8
विभागले,8
मिटर,8
केन्द्र,8
मन्त्रालयमा,8
घनमिटर,8
सञ्चार,8
११,8
बलमा,8
असोज,8
विद्युत,8
मामिला,8
थालेको,8
परियोजनामा,8
चीनको,8
यसमा,8
स्थान,8
शक्ति,8
विषयलाई,8
समग्र,8
क्षमताको,8
स्वीकृति,8
नेतृत्व,8
अनि,8
‘अहिले,8
नेताहरूको,8
राखेको,8
उनीहरूको,8
भइरहेको,8
देउवाको,8
एमसीसीबारे,8
यसबारे,8
&,8
Login,8
घर्तीले,7
विवाह,7
युद्ध,7
प्रावधान,7
जिम्मेवार,7
बाध्य,7
दलहरू,7
पाइँदैन ।,7
तिनको,7
सैद्धान्तिक,7
व्यवहार,7
अधिकारको,7
सर्वाधिक,7
सेन्टर,7
गरियो ।,7
घरमा,7
छैनन् ।,7
रुसको,7
सकेका,7
अमेरिकालाई,7
आफैंले,7
छौं ।,7
टोली,7
५१,7
जति,7
सम्पत्ति,7
सम्भावित,7
स्मार्ट,7
सिफारिस,7
कठिन,7
पर्यटक,7
समुदायलाई,7
"व्यवस्थापन,",7
गुरुयोजना,7
कार्यक्रमलाई,7
दिगो,7
स्रोतको,7
क्षेत्रबाट,7
ल्याउन,7
दाहालको,7
प्राधिकरणले,7
थाई,7
अवतरण,7
अपराह्न,7
जाँच,7
विमानस्थलमा,7
वर्षको,7
लगाएका,7
तयारीमा,7
नरहेको,7
बुधबार,7
अदालतमा,7
कार्यालय,7
वस्तु,7
गुणस्तर,7
विद्युत्,7
लिने,7
३८,7
आफू,7
कम्पनीको,7
वैकल्पिक,7
१४,7
विकेट,7
तस्बिर,7
भारत,7
"गर्ने,",7
आगामी,7
अधिकार,7
गम्भीर,7
हुनुपर्ने,7
राखिएको,7
बैठकले,7
"त्यस्तै,",7
भूमि,7
बताउँदै,7
जोड,7
एमाले,7
विपक्षमा,7
हेरेर,7
भूमिका,7
निर्माणमा,7
अनुमोदनको,7
दिँदै,7
नेताले,7
बाबुराम,7
खोजेको,7
गरिसकेको,7
"छैन,",7
सचिव,7
पुरानो,7
प्रकाशन,7
आकलन,6
सौदाबाजीको,6
रणनीतिक,6
व्याख्या,6
सोभियत,6
रुसलाई,6
हस्तक्षेप,6
कमजोर,6
प्रस्तुत,6
हित,6
जनताले,6
दलहरूका,6
सक्तैन ।,6
सोच,6
!,6
नगर्ने,6
राजनीतीकरण,6
दिनहुँ,6
हुनुपर्छ ।,6
दलहरूबीचको,6
महत्त्व,6
थियौं,6
युगमा,6
कालखण्डबाट,6
पुरातन,6
पाठकजीको,6
सिंह,6
उहाँले,6
गणेशमानजीको,6
हुनुभयो ।,6
गणेशमान,6
तीव्रता,6
सक्छ ।,6
गर्छ ।,6
सामान्य,6
कडा,6
युक्रेनमाथि,6
आबद्ध,6
कहिले,6
–,6
वैदेशिक,6
कम्पनीलाई,6
श्रम,6
बाट,6
जम्मा,6
सहकारी,6
दिएर,6
लिइसकेको,6
पालिकाले,6
रुपैयाँका,6
दिनपछि,6
दिइरहेको,6
यहाँका,6
उडानका,6
प्राविधिकले,6
त्यसअघि,6
जहाजले,6
देशको,6
अनुमतिपत्र,6
स्मार्टको,6
खारेजीपछि,6
टेलिकम,6
"सम्पत्ति,",6
आफैं,6
क्रेडिट,6
लगानीको,6
बैंकहरूले,6
लाग्ने,6
व्यक्तिगत,6
अर्धवार्षिक,6
त्यसरी,6
मूल,6
नभई,6
त्यस्ता,6
बोर्डले,6
मार्गदर्शन,6
"नसक्नु,",6
कमीकमजोरी,6
प्राथमिकता,6
गुरुयोजनाको,6
"संरक्षण,",6
तर्जुमा,6
जलवायु,6
परिकल्पना,6
उद्देश्यले,6
पारिस्थितिकीय,6
गैरकानुनी,6
जोखिमको,6
मानव,6
दिए ।,6
हो ।’,6
कर,6
बताउँछन् ।,6
झन्,6
रहने,6
"भनिन्,",6
सदस्य,6
हालको,6
पाउने,6
शीर्ष,6
यसबाट,6
भन्नेबारे,6
भई,6
आयात,6
राखेका,6
वाणिज्य,6
टिकट,6
कर्मचारीले,6
पर्न,6
लिखित,6
भट्टराईले,6
कारोबार,6
"१,",6
"छौं,’",6
ऐन,6
न्यून,6
दुग्ध,6
पार्न,6
समितिको,6
संरचना,6
विद्यमान,6
गठित,6
उपाध्यक्ष,6
बजारमा,6
पौडेलले,6
सिर्जना,6
ज्ञापनपत्र,6
"बैंक,",6
उद्योग,6
सेयरअर्थ,6
प्लान्टका,6
३५,6
बढाइएको,6
सरकारका,6
मन्त्रिपरिषद्,6
स्वीकृत,6
प्रतिस्पर्धा,6
३३,6
पुरस्कार,6
ग्रुप,6
कार्यान्वयनका,6
सडकको,6
असर,6
दिनमा,6
शर्मा,6
विदेशमन्त्री,6
क्षेत्रफल,6
छिमेकी,6
स्वतन्त्र,6
अभियान,6
त्यसै,6
भड्काउने,6
राजदूत,6
आफूले,6
मोडलमा,6
जिल्ला,6
समयमै,6
देखिएका,6
बनिरहेको,6
संलग्न,6
सक्रिय,6
विरोधी,6
स्थायी,6
जुनसुकै,6
हुनु,6
स्वार्थ,6
पक्षले,6
घरेलु,6
गर्नुभएको,6
सबैको,6
कांग्रेस,6
जसरी,6
त्यसबारे,6
निरन्तर,6
एमसीसीले,6
अघिल्लो,6
बढाएका,6
दलहरूले,6
विभाजित,6
दबाबमा,6
संघको,6
छ ।’,6
बढ्दो,6
सम्पूर्ण,6
magazines,6
and,6
newspapers,6
read,6
बालविवाह,5
वडा,5
लेखा,5
आलोचकहरुले,5
आलोचना,5
पुल,5
महिनामा,5
नगरी,5
साधन,5
बेलैमा,5
ओमान,5
स्वार्थको,5
हुँदैन,5
हेर्ने,5
अवसर,5
समाज,5
मुद्दालाई,5
शैलीले,5
दलले,5
द्वैधचरित्र,5
अवधारणा,5
युरोपका,5
जर्मनी,5
सिद्धान्त,5
कुराको,5
शिक्षा,5
"पनि,",5
शिथिल,5
पराकाष्ठा,5
महिनाको,5
परिप्रेक्ष्यमा,5
ऐतिहासिक,5
सन्देश,5
सकिन्छ ।,5
स्वभावतः,5
विक्रम,5
मानेमा,5
निर्वाचित,5
कांग्रेसको,5
२०३३,5
विश्लेषण,5
कब्जा,5
युक्रेन,5
अभ्यास,5
पारेका,5
गेजुवालाई,5
लगाउन,5
बुढीगण्डकी,5
पाउन,5
‘फास्ट,5
बजार,5
ग्राहक,5
बुझाएको,5
दिनको,5
खारेज,5
दिनभित्र,5
भन्नेमा,5
आफ्ना,5
गर्नेछ ।,5
रियल,5
कडाइ,5
मधेश,5
"विस्तार,",5
नतिजा,5
तसर्थ,5
स्वायत्त,5
जोड्न,5
उद्देश्य,5
गतिविधि,5
अतिक्रमण,5
प्राधिकरणमा,5
सिमाना,5
सम्बोधन,5
थोरै,5
सहरमा,5
बन्ने,5
लागिएको,5
अनुपात,5
"विकास,",5
बस्ती,5
सिंहको,5
सरकारी,5
बजेसम्म,5
जडान,5
परीक्षण),5
(यान्त्रिक,5
धावनमार्ग,5
आइपुगेको,5
गौतमबुद्ध,5
क्रान्तिकारी,5
उपलब्धि,5
व्यवस्थामा,5
सो,5
नपर्ने,5
ध्यान,5
मन्त्रालयको,5
अनुभूति,5
समग्रमा,5
प्रगती,5
हासिल,5
त्यसले,5
फिट,5
जनाले,5
अधिकारी,5
बनाएका,5
लगाएको,5
रोक,5
वनका,5
निर्धारण,5
अप्ठ्यारो,5
दर,5
खण्डमा,5
नहुँदा,5
स्वतन्त्रता,5
पानीको,5
इन्जिनियर,5
स्रोतका,5
ऊर्जामन्त्री,5
प्रवद्र्धन,5
दीर्घकालीन,5
‘नेपालमा,5
प्रतिवेदनमा,5
आयोगका,5
उपयोग,5
प्रथम,5
खेलाडी,5
भेट्रान,5
व्यवस्थापक,5
लागतमा,5
अर्थतन्त्र,5
बैंकको,5
४२,5
बैठकको,5
भोलि,5
डाटा,5
प्रजातन्त्र,5
जलस्रोत,5
माथिको,5
२६,5
३९,5
"हजार,",5
प्लान्ट,5
दिइने,5
दिई,5
सन्तोष,5
ब्याटिङमा,5
बलिङ,5
ओभरमा,5
म्याच,5
न्यु,5
भारतमा,5
सेवाको,5
भुक्तानी,5
सेवाहरू,5
पेमेन्ट,5
पेश,5
नेतृत्वमा,5
लाइन,5
एन्ड,5
द,5
नेतृत्वले,5
नसकिने,5
