word,count
संवाददाता२१,8
थप,8
क्लव,7
सीसीटीभी,7
रियलमी,7
जलविद्युत,7
ग्राहकहरुको,7
रु,7
महालक्ष्मी,7
बीमाङ्क,7
कम्पनी,7
९,7
सहयोग,7
कार्यकारी,7
तर्फबाट,7
उक्त,7
बैंकद्वारा,7
ज्योति,7
उच्च,7
कतार,6
भेषभुषा,6
एनएम,6
नयाँँ,6
जानकारी,6
बियर,6
क्राफ्ट,6
५०,6
निःशुल्क,6
कार्यक्रममा,6
मूल्य,6
सकिने,6
हस्ताक्षर,6
होमस्टे,6
सिन्धुलीका,6
खोटाङ,6
यसले,6
पाउने,5
निष्काशन,5
खुला,5
बिक्री,5
रहने,5
पावर,5
६८०,5
स्टोर,5
आधिकारिक,5
विद्युत,5
कार्य,5
उपकरण,5
कम्पनीको,5
यती,5
क्षेत्रमा,5
नेपाली,5
रेमिट,5
ग्राहक,5
सोवा,5
ग्राहकहरुलाई,5
सो,5
व्यवस्थापन,5
दिइने,5
लाभ,5
समेत,5
अधिकतम,5
हो।,5
ल्याएको,5
विभिन्न,5
लिमिटेडले,5
सामाजिक,5
प्रवर्द्धन,5
उनले,5
सम्झौता,5
अस्पताललाई,5
हुन्छ।,5
उत्पादन,5
सीईओ,4
आवेदन,4
कित्ता,4
साधारण,4
राष्ट्र,4
माध्यमबाट,4
भेषभुषाको,4
म्यानेजमेन्टले,4
क्यामेराको,4
बिध,4
करोड,4
एनएमबि,4
फागुन,4
एभरेष्ट,4
प्रतिशतले,4
छिटो,4
बजारमा,4
हुनेछ।,4
ग्लोबल,4
संवाददाताफाल्गुन,4
जेनेस,4
निर्माण,4
आयोजनाको,4
सम्पूर्ण,4
सहज,4
सम्झौतापत्रमा,4
सिभिल,4
द,4
ब्लण्ड,4
मूल्यमा,4
भएका,4
करिब,4
जस्ता,4
मोबाइल,4
ग्राहकहरुले,4
गराउँदै,4
शाखा,4
१२,4
डा,4
रहेका,4
सदस्य,4
छ।बैंकले,4
चौकी,4
भएमा,4
बीमितको,4
कारणबाट,4
चालु,4
दुर्घटना,4
उपलब्ध,4
३,4
व्यवस्था,4
२५,4
१८,4
सक्ने,4
आईइन्स्योर,4
नेपालमा,4
नेटवर्क,4
अझ,4
आर्थिक,4
नेपालले,4
कार्यालय,4
पहुँच,4
स्थानीय,4
संवाददाता१०,4
प्रदानसञ्चार,4
"६,",4
गर्छ।,4
भने,4
रूपमा,4
एन्टिबडी,4
सदस्यहरुले,3
ग्लोबलका,3
यात्रा,3
सर्वसाधारणले,3
खरिदका,3
स्वाडलले,3
अनलाइनमार्फत,3
स्वाडल,3
चिनाउने,3
डटकम,3
विश्व,3
जिम्मेवारी,3
वितरकको,3
छ।एनएमबि,3
खोला,3
घुन्सा,3
हाइड्रो,3
छन्।,3
विश्वास,3
गुणस्तरीय,3
४६,3
खपत,3
"प्रदर्शन,",3
ओक्टाकोर,3
प्रोसेसरले,3
ब्याट्री,3
चार्जिङ,3
फोन,3
स्मार्टफोन,3
९आई,3
विस्तार,3
नेपालका,3
आधुनिक,3
डलर,3
बढ्योसञ्चार,3
रुपैयाँले,3
४००,3
सुनको,3
"निर्माण,",3
सडक,3
आयोजना,3
क्षमताको,3
गृहमा,3
रसुवागढी,3
हालसम्म,3
सक्नेछन्।,3
डिजिटल,3
लिमिटेड,3
सफ्ट,3
एफवन,3
उत्कृष्ट,3
उद्देश्य,3
प्रिमियम,3
नौलो,3
६५०,3
अग्रणी,3
५००,3
"शाखा,",3
सजिलो,3
अत्याधुनिक,3
आइरहेको,3
उच्चस्तरीय,3
१,3
अनलाइन,3
आकर्षक,3
गरिने,3
दैनिक,3
एक्सटेन्सन,3
२,3
संस्था,3
हस्तान्तरण,3
वडा,3
समितिका,3
आयोजित,3
राष्ट्रिय,3
‘हाम्रो,3
जोखिमहरुबाहेक),3
नपर्ने,3
वर्षभित्र,3
बराबरको,3
छ।बीमालेख,3
बीमितले,3
छनोट,3
तरिका,3
वार्षिक,3
बताएको,3
रू,3
मासिक,3
लिन,3
उमेर,3
दावी,3
बहन,3
जोखिम,3
पूरा,3
चाहना,3
भन्ने,3
समयमा,3
लाइफले,3
मध्यनजर,3
गते,3
व्यक्त,3
आशा,3
लिएको,3
संयुक्त,3
नेटवर्कको,3
कम्युनिटी,3
कर्मचारीलाई,3
अन्तर्राष्ट्रिय,3
बलियो,3
सहयोगी,3
उल्लेख,3
शक्तिशाली,3
खोप,3
अफ,3
बताइएको,2
च्याप्टरका,2
एयरवेजमार्फत्,2
रेटिङ,2
पूँजी,2
चुक्ता,2
गतेसम्म,2
जारी,2
उत्थान,2
सामानहरु,2
हजारभन्दा,2
आयात,2
समयमै,2
संवाददाता१५,2
पुर्‍याइनेसञ्चार,2
पाँचबाट,2
दर,2
पुनर्कर्जा,2
"बैंक,",2
कडाइ,2
कर्जामा,2
धितो,2
घरजग्गा,2
अहिले,2
करोडको,2
डटकमले,2
भेषभुषालाई,2
शुभारम्भ,2
डटकमको,2
हमालले,2
लक्ष्यसहित,2
विश्वसामु,2
रिपोर्टतस्बिरफिचरदर्शन-अध्यात्मसाहित्यसम्पादकीयस्वास्थ्यजीवनशैलीपडकास्टयुनिकोडकर्पोरेटपैसा,2
व्यवसाय,2
स्थापना,2
सरकारी,2
तोकिएको,2
क्यामेरा,2
पाएको,2
डाहुवा,2
म्यानेजमेन्ट,2
एसिया,2
‘बैंक,2
पत्रिकाबाट,2
गरिसकेको,2
समझदारीपत्रमा,2
आयोजनामा,2
प्रबन्धक,2
प्रादेशिक,2
प्रदेशका,2
लुम्बिनी,2
उद्घाटन,2
मुर्गियामा,2
"खैरेनी,",2
लुम्बिनीको,2
समावेश,2
प्रोटेक्सन,2
"प्रोटेक्सन,",2
आई,2
१००,2
जसकारण,2
चार्जिङको,2
समर्थन,2
रिफ्रेस,2
एमएएच,2
५०००,2
ब्याट्रीको,2
गर्दछ,2
एआई,2
६१०,2
एन्ड्रेनो,2
जीगाहर्ज,2
अपनाएको,2
विशिष्ट,2
एसडीएम,2
ब्रान्ड,2
छिट्टै,2
प्रक्रियाको,2
रिटेल,2
शाखाहरुको,2
स्टोरमा,2
ग्राहकहरु,2
हाम्रा,2
बनाएको,2
स्टोरहरु,2
एण्ड,2
खोलेको,2
शाओमीले,2
शाओमीको,2
इटहरीमा,2
बनाउन,2
पाउँदा,2
भेन्चर,2
निजी,2
विश्वभर,2
२०२१,2
अक्सिजनले,2
चरणमा,2
गरिरहेको,2
अमेरिकी,2
सोलुसन,2
प्रालिले,2
अक्सिजन,2
बिजनेस,2
सोलुसनले,2
राजस्व,2
थुप्रै,2
टिमुरे,2
टिमुरेमा,2
१३,2
क्षेत्रका,2
जडानका,2
मिटर,2
भइसकेको,2
प्राविधिक,2
आयोजनाका,2
मेगावाट,2
दिए।,2
इलेक्ट्रिकल,2
बाँकी,2
संरचना,2
अगाडि,2
तीव्र,2
धमाधम,2
आवश्यक,2
लिने,2
पैसा,2
लागेको,2
बैकिङ,2
पोखरेल,2
बनाउने,2
इन्टरनेसनलबीच,2
तयार,2
छ।कम्पनीका,2
हिमाली,2
लक्षित,2
न्यूनतम,2
सुबिसुले,2
इन्टरनेटको,2
गतिको,2
सेवाग्राहीले,2
अफर,2
इन्टरनेट,2
सूचना,2
:,2
रफ्तार,2
"एटीएम,",2
आफ्ना,2
कोभिड,2
विविध,2
उठाउन,2
क्रेडिट,2
कर्मचारी,2
केयरमा,2
हेल्थ,2
कुल,2
१७,2
प्रदेश,2
शाखामार्फत,2
१०३,2
देशैभर,2
सञ्चालनमा,2
प्रतिफल,2
सुविधाहरु,2
सिआस्वा,2
डेबिट,2
"सुविधा,",2
गरिनेछ।,2
खोलेका,2
योजनाअन्तर्गत,2
छ।यस,2
खोल्न,2
उपलव्ध,2
एटीएममार्फत,2
६२,2
काउन्टर,2
"कार्यालय,",2
परियोजना,2
बनाई,2
अवसरमा,2
बन्ने,2
समाजमा,2
कर्मचारीहरुलाई,2
सम्बन्धित,2
नं,2
औपचारिक,2
नेपालीले,2
सुरेन्द्र,2
शिशुको,2
नवजात,2
संस्थाहरुलाई,2
आविष्कार,2
कल्पवृक्ष,2
कोष’मार्फत,2
स्थापित,2
बीमालेखमा,2
दुर्घटनाको,2
(बीमालेखअन्तर्गत,2
जुनसुकै,2
फिर्ता,2
हकमा,2
ऐच्छिक,2
करोडसम्मको,2
आधारमा,2
सुविधाका,2
वा,2
कायम,2
अवधि,2
५,2
सामेल,2
योजनामा,2
व्यक्ति,2
६०,2
वर्षदेखि,2
नहुने,2
सरिक,2
कम्पनीका,2
गर्नुको,2
लगानीमा,2
यही,2
आफूले,2
आफूपछि,2
ल्याउने,2
विशेषता,2
सबैमा,2
माग,2
इन्स्योरेन्स,2
पुग्ने,2
टेवा,2
सुरु,2
विकासको,2
सरकारले,2
नेटवर्कलाई,2
रुपान्तरणमा,2
आन्तरिक,2
लक्ष्यलाई,2
राष्ट्रसंघको,2
अवलम्बन,2
ढकालले,2
नायब,2
उद्देश्यले,2
"विकास,",2
संवाददाता१,2
नखटाइनेसञ्चार,2
युनियनआवद्ध,2
ट्रेड,2
निर्वाचनमा,2
तहको,2
संवाददाता५७,2
मागसञ्चार,2
हटाउन,2
परीक्षण,2
पिसीआर,2
उडानमा,2
अस्पतालका,2
प्रभावकारी,2
देखिएको,2
प्रभावकारिता,2
नियन्त्रण,2
अवस्थामा,2
मानिस,2
अधिकांश,2
खोपको,2
परिवर्तन,2
औषधि,2
स्तरको,2
मात्रामा,2
प्रतिरक्षा,2
एन्टिबडीको,2
रिपोर्टतस्बिरफिचरदर्शन-अध्यात्मसाहित्यसम्पादकीयस्वास्थ्यजीवनशैलीपडकास्टयुनिकोडकर्पोरेटसमाज,2
क्लवमा,1
ओहोदाका,1
"प्रमुख,",1
नियोगका,1
कूटनीतिक,1
"संस्थाहरु,",1
नेतृत्वदायी,1
देशमा,1
सयभन्दा,1
संस्थाको,1
न्यूयोर्कमा,1
अमेरिकाको,1
बताए।सीईओ,1
पुग्नका,1
गन्तव्यसम्म,1
मात्रै,1
नेपालभित्रका,1
क्लवका,1
भएसँगै,1
पोखरेलले,1
बोल्दै,1
आदानप्रदान,1
छन्।सम्झौतापत्र,1
बोगटीले,1
एयरवेजका,1
शम्भु,1
जनाइएको,1
यात्रुलाई,1
एयरवेजले,1
छन्।त्यस्तै,1
सम्झौताअनुसार,1
सोमबार,1
सम्बन्धमा,1
एयरवेजबीच,1
च्याप्टर,1
छन्।सीईओ,1
तस्बिर।काठमाडौँ,1
फाइल,1
एयरवेजमा,1
-रासस,1
बुझिन्छ।,1
मध्यम,1
क्षमतामा,1
दायित्व,1
अवस्था,1
हालको,1
रेटिङअनुसार,1
ग्रेडिङ,1
बिबी’,1
आइआर,1
‘इक्राएनपि,1
कम्पनीलाई,1
इक्रा,1
व्यवस्थाअनुसार,1
गर्नुपर्ने,1
धितोपत्रको,1
पुग्नेछ।,1
२६,1
बाँडफाँडपश्चात,1
शेयरको,1
सर्वसाधारणलाई,1
रहेकामा,1
छ।कम्पनीको,1
क्यापिटल,1
एनआईसी,1
शेयर’,1
‘मेरो,1
कार्यालयका,1
तिनका,1
पाएका,1
बोर्डबाट,1
नआए,1
मागबमोजिम,1
अवधिसम्म,1
कित्ताका,1
कित्तादेखि,1
८,1
शेयरमा,1
छ।निष्काशित,1
आह्वानपत्रमा,1
९४,1
सुरक्षित,1
दशमलव,1
पूँजीको,1
छुट्याइएको,1
कोषलाई,1
सामूहिक,1
४२,1
शेयरमध्ये,1
हो।कम्पनीले,1
(आईपीओ)को,1
प्रारम्भिक,1
अङ्कित,1
प्रतिकित्ता,1
सर्वसाधारणका,1
आजदेखि,1
लघुवित्त,1
लघुवित्तको,1
दिइन्।,1
सुपथ,1
नेपालमै,1
रोजाइअनुसारका,1
गरिन्।,1
प्लेटफार्म,1
स्टप,1
वान,1
सामग्रीका,1
अत्यावश्यक,1
बालबालिकाको,1
भविष्यमा,1
निकट,1
न्यौपानेले,1
मानवी,1
लिड,1
मार्केटिङ,1
डिजाइन,1
प्रडक्ट,1
छ।स्वाडल,1
सुविधासमेत,1
साट्ने,1
सुन्ने,1
गुनासो,1
समस्या,1
रङ,1
"साइज,",1
सन्तुष्टिका,1
पुर्याउने,1
घरदैलोमा,1
लिई,1
अर्डर,1
सफल,1
सन्तुष्ट,1
नपुग्दै,1
डेढ,1
स्थापनाको,1
परिणामस्वरुप,1
परेका,1
रोजाइमा,1
सामग्रीहरु,1
जुत्तालगायतका,1
"मोजा,",1
"स्वेटर,",1
"रोम्पर,",1
परिपूर्ति,1
त्यसको,1
अभाव,1
सामानको,1
"तर,",1
पाइने,1
बिरलै,1
सामान,1
बालबालिकाका,1
छ।बजारमा,1
सामग्री,1
बालबालिकालाई,1
वर्षमुनीका,1
जन्मिएकादेखि,1
भर्खर,1
मूलमन्त्रसहित,1
गरौँ,1
सामानहरुको,1
उच्चस्तरका,1
बन्दै,1
ब्राण्ड,1
प्रख्यात,1
छोटो,1
शुरु,1
लगानीबाट,1
सोच,1
बजारलाई,1
छ।भेषभुषा,1
बजारिकरण,1
भेषभुषाहरुको,1
जोडिएका,1
संस्कृतिसँग,1
कला,1
साइटको,1
छ।कम्पनीले,1
प्रतिवद्धता,1
पहल,1
स्थान,1
नेपालीका,1
डिजाइनबाट,1
किसिमका,1
सुहाउने,1
समूहलाई,1
शुरुवात,1
कलालाई,1
संस्कृति,1
बताए।कम्पनीले,1
नभइ,1
फेसन,1
बताए।,1
समेटिरहेको,1
व्यक्तित्वमा,1
मानिसले,1
भन्दै,1
नसक्ने,1
रहन,1
फेसनबाट,1
बताए।महानायक,1
अभिप्रायका,1
नेपाललाई,1
हुन्।,1
राजेश,1
महानायक,1
काठमाडौँमा,1
छ।सोमबार,1
संस्कृतिलाई,1
"कला,",1
काठमाडौँ–,1
लञ्चसञ्चार,1
भने।,1
भण्डारीले,1
भीमकान्त,1
"छ’,",1
व्यापार,1
हो।‘डाहुवा,1
वर्षअघि,1
आपूर्ति,1
सामग्रीलगायतको,1
"मल,",1
रासायनिक,1
"सामान,",1
सर्जिकल,1
"औषधि,",1
छ।बिथ,1
बनाइरहेको,1
सशक्त,1
बजारीकरण,1
सीसीटीभीको,1
प्रोत्साहन,1
स्थलमा,1
रिटेलर,1
बिक्रीका,1
नेपालभर,1
दिइएअनुसार,1
सम्मेलनमा,1
छ।पत्रकार,1
दिएको,1
पत्रकारमार्फत,1
कार्यक्रमबीच,1
मंगलबार,1
छ।बिध,1
स्थानमा,1
बिक्रीको,1
छ।डाहुवा,1
उत्पादित,1
हङकङद्वारा,1
वितरक,1
काउन्टरमार्फत,1
१३८,1
२०१,1
देशभरि,1
नेपाल’,1
इयर,1
सम्मान,1
नेपालकै,1
२०२०,1
"२०१८,",1
"२०१७,",1
सन्,1
सम्मानित,1
अवार्डबाट,1
२०२१’,1
ईयर,1
उपाधि,1
सर्वाेत्कृष्ट,1
एसियाकै,1
ब्यान्कर’,1
‘द,1
लन्डनको,1
टाइम्स,1
फाइनान्सियल,1
गराइएको,1
रुपैयाँ,1
अर्ब,1
लागत,1
गठन,1
सह–वित्तीयकरण,1
गराई,1
हस्ताक्षरपश्चात,1
रेमिट्यान्सकर्ताहरुको,1
डेभलपमेन्ट,1
इन्भेष्टमेन्ट,1
इलेक्ट्रिसिटी,1
लगानीकर्ता,1
हाइड्रोको,1
प्रवर्द्घित,1
लिमिटेडद्वारा,1
छ।जनताको,1
गर्नेसम्बन्धी,1
ताप्लेजुङस्थित,1
७७.५,1
लिमिटेडबीच,1
हाइड्रोबीच,1
दिँदै,1
केन्द्रबाट,1
संकलन,1
३१,1
संकलनको,1
सरकारको,1
सुबिधा,1
एसएमएस,1
इन्टरनेटर,1
नेटवर्कबाट,1
विश्वव्यापी,1
एटीएमसहित,1
१४३,1
"सञ्जाल,",1
११०,1
गरे।बैंकमा,1
बासिन्दालाई,1
शाखाहरुले,1
खालिङले,1
समारोहमा,1
थियो।उद्घाटन,1
उपस्थिति,1
व्यक्तिहरुको,1
उप्रेतीलगायत,1
पुष्पराज,1
विभाग,1
बजार,1
"कार्की,",1
अनिलकुमार,1
हो।उक्त,1
वडाध्यक्षबाट,1
वडाका,1
खालिङ,1
सुदेश,1
छ।यी,1
शाखाहरु,1
"जीतपुर,",1
मणिग्राममा,1
योगीकुटी,1
जीतपुर,1
"मणिग्राम,",1
"योगीकुटी,",1
नपरोस्।,1
गाह्रो,1
आँखालाई,1
रातमा,1
ताकि,1
निटमा,1
निट्सबाट,1
४८०,1
फुल–स्क्रिन,1
स्क्रिन–टु–बडी,1
९०.८,1
राख्दछ।,1
प्रवाह,1
एचजेडको,1
९०,1
दरलाई,1
अनुभवको,1
आईले,1
लाइफमा,1
फोनको,1
उपायहरु,1
अनुप्रयोगहरुको,1
रणनीति,1
समायोजन,1
ब्याकलाइट,1
"ट्युनिङ,",1
मोडसीपीयू,1
सेभिङ,1
सकिन्छ।सुपर,1
सुन्न,1
संगीत,1
११६.३,1
"ह्वाट्सएप,",1
२०.७,1
"स्ट्यान्डबाइ,",1
९९५,1
"कल,",1
४८.४,1
लाई,1
सक्दछ।रियलमी,1
निगरानी,1
कडाइका,1
चरणलाई,1
केस,1
एक्स्ट्रिम,1
टेम्परेचर,1
ओपर,1
ओभर–भोल्टेज,1
ओभरचार्ज,1
सुरक्षा,1
पाँच–कोर,1
चार्जमा,1
डार्ट,1
सकिन्छ।,1
चार्ज,1
मिनेटमा,1
७०,1
फोनलाई,1
दिन्छ।,1
प्रविधिले,1
करेन्ट,1
भोल्टेज,1
गर्दछ।उच्च,1
प्रविधिलाई,1
स्क्रिन,1
रेट,1
९०एचजेड,1
आउँछ,1
जीपीयू,1
जीपीयू–,1
प्रोसेसरमा,1
छ।स्न्यापड्रागन,1
सुधार,1
आईको,1
तुलनामा,1
८आईको,1
आयु,1
खपतले,1
छ।६,1
फ्रेमदर,1
स्थिर,1
तापमान,1
अपेक्षाकृत,1
स्मार्टफोनमा,1
ल्याउँछ।,1
प्रतिशतको,1
प्रदर्शनमा,1
प्रोसेसरभन्दा,1
लाइफ६,1
लामो,1
हुनेछ।कमपावर,1
सिनहरुमा,1
एप्लिकेबल,1
इन्जिन,1
जेनरेसन,1
क्वालकमको,1
कमीमा,1
ल्यागको,1
"अनुभव,",1
गेमिङ,1
"रेट,",1
फ्रेम,1
जीपीयूको,1
यसैगरी,1
लोड,1
पेज,1
"लन्च,",1
"एप्लिकेसन,",1
सीपीयू,1
तुलना,1
सँग,1
६६२,1
स्न्यापड्रागन,1
प्रोसेसर,1
छ।लास्ट–जेन,1
सीपीयु,1
जीपीयूसहितको,1
"–ए५३,",1
कोर्टेक्स,1
१.९,1
७३,1
कोर्टेक्सûए,1
२.४,1
प्रक्रिया,1
गर्नेछ।स्नाफड्रागन,1
प्रदर्शन,1
प्रयोगकर्ताहरुमाझ,1
युवा,1
परिष्कृत,1
९आईमा,1
अलावा,1
चिपको,1
छ।नवीनतम,1
सिरिजको,1
२०२२,1
चिप,1
स्नापड्रागन,1
रियलमीले,1
बढिरहेको,1
सबैभन्दा,1
विश्वको,1
घनिष्ठ,1
सम्बन्ध,1
पाउनेछन्।,1
अन्तरक्रिया,1
सिधै,1
ब्रान्डसँग,1
उनीहरुले,1
फाइदाहरु,1
मिको,1
फलस्वरुप,1
पारदर्शिता,1
हुनाले,1
हेर्ने,1
शाओमी,1
प्रक्रियाहरु,1
हुनेछन्।यी,1
इन्टिग्रेट,1
मातहतमा,1
कामहरु,1
रिटेलको,1
मेजरहरु,1
डेलिभरी,1
उपलब्धता,1
उत्पादनको,1
"म्यानेजमेन्ट,",1
चेन,1
सप्लाई,1
झल्काउँछ।,1
उत्साह,1
उच्चतम,1
खोल्दै,1
मोडलले,1
पराउनुहुनेछ।’यो,1
उत्पादनहरु,1
नयाँँ–नयाँँ,1
आउनुहुनेछ,1
अफलाइन,1
सिमलेस,1
सँगसँगै,1
किनमेल,1
खुलेपछि,1
‘यो,1
"भने,",1
कोठारीले,1
सौरभ,1
म्यानेजर,1
जेनेरल,1
कन्ट्री,1
छ।शाओमी,1
खोल्ने,1
नेपालभरि,1
ब्राण्डले,1
उद्देश्यसहित,1
दोब्बर,1
संख्या,1
स्टोरहरुको,1
हो।आफ्नो,1
भवनमा,1
होटलको,1
जय,1
डिपार्टमेन्ट,1
गोर्खा,1
रोडस्थित,1
धरान,1
सहकार्य,1
प्रालिसँग,1
ब्रदर्स,1
अरुण,1
सुनसरीको,1
लिडर,1
टेक्नोलोजी,1
सुविधासञ्चार,1
हो।’,1
बन्नु,1
संसाधन,1
प्रविधिक,1
"भन्छन्,",1
फुयाल,1
अञ्जनी,1
(सीटीओ),1
एवं,1
संस्थापक,1
जेनेसका,1
"गर्नेछ’,",1
टिम,1
प्रतिस्पर्धी,1
लगानीले,1
देखाउँछ।,1
मार्गमा,1
"छौं,",1
हर्षित,1
भित्र्याउन,1
चरणको,1
अक्सिजनबाट,1
हो।‘बिजनेस,1
डब्लुएलसी,1
सहायक,1
प्रालिको,1
सेन्टर,1
लोटस,1
ह्वाइट,1
लगानीलाई,1
एफसीडीओको,1
(पीपीसीआर),1
फन्ड,1
इन्भेस्टमेन्ट,1
क्लाइमेट,1
"ग्रुप,",1
बल्र्ड,1
आईएफसीको,1
हो।यसमा,1
अंग,1
एउटा,1
इनिसिएटिभको,1
एसएमई,1
(आइएफसी),1
कर्पोरेसन,1
फाइनान्स,1
इन्टरनेसनल,1
फन्ड’,1
‘इक्विटी,1
(बीओटु),1
प्रालि,1
हो।विजनेश,1
गराउन,1
उदीयमान,1
रुपान्तरणको,1
प्रालिलाई,1
कारण,1
सम्भावना,1
आशाजनक,1
थियो।,1
चरण,1
जुनमा,1
जेनेसमा,1
हो।बिजनेस,1
क्लाउड,1
छ।नेपालमा,1
प्रालिमा,1
लगानीसञ्चार,1
पायो,1
संवाददाता१३,1
सम्झौतासञ्चार,1
कम्पनीसँग,1
सिङ्गापुरको,1
स्मार्ट–सिटी,1
पाँचखालमा,1
महतरासस९,1
प्रवक्ता,1
हुन्,1
विषय,1
फरक,1
गठबन्धन,1
सत्ता,1
एमसिसी,1
उल्लेखनीय,1
असुलीमा,1
भन्सार,1
सञ्चालनबाट,1
यातायात,1
हटाई,1
अवरोध,1
राजमार्गमा,1
स्याफ्रु–रसुवागढी,1
वर्षायामको,1
कार्यक्रमका,1
डढेलो,1
"रोपण,",1
विरुवा,1
वन,1
आयोजनाले,1
प्रकारका,1
व्यवस्थापनजस्ता,1
शिक्षक,1
स्वास्थ्यकर्मी,1
शिक्षा,1
"प्रदान,",1
ट्र्याक्टर,1
व्यवस्थापनका,1
फोहरमैला,1
गाउँको,1
भवन,1
निकुञ्जको,1
लाङटाङ,1
धुञ्चेस्थित,1
"सहयोग,",1
निर्माणमा,1
खैदी,1
छ।यसैगरी,1
सम्पन्न,1
ढलको,1
निर्माणका,1
"भवन,",1
विद्यालय,1
दालगाउँमा,1
गुम्बा,1
थुमनमा,1
"विद्युतीकरण,",1
भागमा,1
पूरै,1
क्षेत्रको,1
थुमन,1
पोखरी,1
तातोपानी,1
किमी,1
रोङ्गा–थुमन,1
"किमी,",1
भोटेकोशी–दालगाउँ,1
छ।आयोजनाले,1
हुँदै,1
काममा,1
दिनुपर्ने,1
बासिन्दामाझ,1
प्रभावित,1
साथसाथै,1
ज्याख्वले,1
सत्यराम,1
सुरुङसमेतका,1
हेड्ररेस,1
१८५,1
डिजाइनअनुरूप,1
पठाउने,1
पानी,1
घन,1
८०,1
प्रतिसेन,1
बाँधेर,1
भोटेकोशीमा,1
नजिक,1
बताइन्छ।,1
प्यानल,1
अन्तरालमा,1
महिनाको,1
छन्।उपकरण,1
गरिरहेका,1
जनशक्तिले,1
कम्पनीमार्फत,1
भारतीय,1
भोइथ,1
जिम्मा,1
११,1
सय,1
यादवले,1
महेन्द्र,1
इञ्जिनियर,1
सिनियर,1
टर्वाइन,1
नामक,1
फ्रान्सिस,1
भइरहेको,1
संरचनाबाट,1
भूमिगत,1
बढेको,1
गृहका,1
असरले,1
सङ्क्रमणको,1
भई,1
छ।आयोजनाका,1
बढाइएको,1
रसुवास्थित,1
उत्तरी,1
रसुवा,1
रासस,1
