word,count
श्रृजु,31
मजाक?,31
भद्दा,31
कहिलेसम्म,31
युवाहरूमाथि,31
विदेशमा,31
मरासिनी,31
शुभेच्छा,31
अनुदार,31
समयप्रति,31
अमूल्य,31
स्थगन:,31
परीक्षा,31
आश्वासन,31
कनेक्सन,31
लताको,31
पाठक,31
आकांक्षा खड्का,31
रूबस,31
बनाएँ',31
हिउँका,31
'मैले,31
बास्तोला,31
सुवेदी,31
श्रेया,31
बन्नु,31
केटाकेटीका,31
प्रशुराम,31
युवा,31
प्रिय,31
खगेन्द्र,31
जन्मेँ!,31
पुरूष,31
भोकाएको,31
स्याल,31
रायमाझी,31
उमेशजंग,31
नहान्नु,31
बा,31
सापकोटा,31
विनिता,31
तिम्रो,31
बागचन्द,31
दिवाकर,31
प्रेम,31
प्रचण्डलाई,31
सिंह,31
विक्रम,31
आदर्श,31
बाबा?,31
हतार,31
कश्यप,31
भिक्षु,31
परम्परा!,31
तन्त्र,31
मातृसत्तात्मक,31
विजयमणि,31
थाले,31
निजीबाट,31
"कायापलट,",31
स्कुलको,31
साइट',31
'डम्पिङ,31
पुन,31
शेरबहादुर,31
जोखिममा?,31
समूह,31
"लक्षण,",31
फ्लुका,31
बर्ड,31
क्षेत्री,31
हो?,31
इन्डिया,31
इस्ट,31
एमसिसी,31
कार्की,31
गौरीबहादुर,31
महाअभियोग!,31
बदला,31
दिनुहोस्,31
प्रतिक्रिया,31
दर्जन,31
प्रतिस्पर्धामा,31
"बढ्ने,",31
नियुक्ति,31
एआइजी,31
दिनभित्र,31
तनावग्रस्त,31
बानेश्वर,31
"प्रदर्शन,",31
एमसिसीविरूद्ध,31
कूटनीतिको,31
धम्कीपूर्ण,31
चीन-,31
बोल्यो,31
एमसिसीबारे,31
युट्युबमा,31
हेर्नुहोस्,31
"फिल्म,",31
सुपरहिट,31
एनटिआरको,31
राजामौली,31
एसएस,31
सिफारिस,31
"२०७८,",31
मिति:,31
हुने,31
घुमफिर,31
कला,31
ब्रान्ड,31
किनमेल,31
ENEnglish,31
युनिकोड,31
"style=""display:none;visibility:hidden""></iframe>",31
"width=""0""",31
"height=""0""",31
"src=""https://www.googletagmanager.com/ns.html?id=GTM-WP3P84G""",31
<iframe,31
सडक,30
समस्या,30
गर्ने,29
"भने,",29
किलोमिटर,28
सय,28
जानकारी,28
थियो।,27
छन्।,27
प्रहरी,26
गरिएको,24
आत्महत्या,23
लाख,23
जनाएको,21
भइरहेको,21
भने,20
महिनावारी,19
१५,19
संवाददाता,19
भएका,19
पहाडी,18
करिब,18
थिए।,18
गर्दा,18
उडान,18
कारण,18
गते,18
रुपैयाँ,17
ट्रयाक,17
जनाको,17
पुष्टि,17
विमानस्थल,17
परीक्षण,17
प्रमुख,17
हो।,17
वर्ष,17
गत,16
दिन,16
नगरपालिकाले,16
भन्ने,16
रूपमा,16
संक्रमित,15
वर्षीय,15
प्रहरीले,15
विभिन्न,15
राष्ट्रिय,15
खाताबाट,14
मौसम,14
करोड,14
महाकाली,14
१४,14
२,14
समेत,14
"काठमाडौं,",14
उनी,14
पर्ने,14
७,14
अनुसन्धान,13
आयोजना,13
क्रममा,13
अधिकारीले,13
उक्त,13
लगायत,13
स्थानीय,13
यहाँका,13
१०,13
सूचीकृत,13
क्यामेरा,12
जनाले,12
देखिएको,12
भू-भागमा,12
स्मार्ट,12
बाँकी,12
सक्रिय,12
बिहीबार,12
गर्दै,12
गणना,11
नहर,11
"५,",11
"बिहीबार,",11
सम्भावना,11
सञ्चालन,11
१२,11
मात्रै,11
अवस्था,11
३,11
अहिले,11
गाह्रो,11
रकम,11
विकास,11
संरक्षण,11
सम्पदा,11
विश्व,11
गाउँ,10
वटा,10
कार्यालय,10
हल्का,10
खर्च,10
वर्षमा,10
आवश्यक,10
गोही,10
मिटर,10
सम्झौता,10
निर्माणको,10
दिएको,10
थिएन।,10
क्षेत्रमा,10
मृत्यु,10
१९,10
ठूलो,10
भएकाले,10
अवस्थामा,10
आएको,10
आर्थिक,10
असर,10
घरमा,10
नेपाल,10
सन्,10
सम्पदामा,10
१,9
२०१६,9
सफा,9
सामान्यतया,9
स्थानमा,9
बदली,9
व्यावसायिक,9
वर्षीया,9
तयारी,9
।,9
सामान,9
घरबाट,9
गाउँमा,9
थिइन्।,9
बढी,9
बनाउन,9
गएको,9
चरणमा,9
निकुञ्ज,9
परेको,9
रूपैयाँ,8
झुन्डिएर,8
आत्महत्याको,8
भएकी,8
बैंकका,8
७५,8
सप्तकोशी,8
सामान्य,8
आंशिक,8
सिँचाइ,8
महोत्सव,8
बैंक,8
कार्यालयले,8
:,8
भनाइ,8
वा,8
संक्रमणबाट,8
ललितपुरमा,8
"छ’,",8
सम्पन्न,8
लागेको,8
बनाएर,8
हुँदा,8
गरिरहेको,8
समयमा,8
तस्बिर:,8
योजना,8
भइसकेको,8
त्यही,8
भएपछि,8
साहले,7
क्याम्प,7
बाघ,7
राजेश,7
हिनामिना,7
सक्ने,7
मूल,7
गरिने,7
परेका,7
अधिकृत,7
अध्यक्ष,7
नदीमा,7
टोलीले,7
आयोजनाको,7
२०,7
कामको,7
रासस,7
रूख,7
भन्छिन्ः,7
गर्नुपर्ने,7
महिना,7
मान्छे,7
उनलाई,7
लिएर,7
त्रिभुवन,7
बताए।,7
का,7
विमानस्थलको,7
रहनेछ।,7
सुरू भएको,7
शुक्रबार,7
बजे,7
बिहान,7
संरचना,7
पनौती,7
लामो,7
सूचीमा,7
तालाबन्दी,6
मञ्जु,6
नवराज,6
रूखमा,6
गणेशकुञ्ज,6
३०,6
सिइओ,6
डेभलपमेन्ट,6
त्यसको,6
वर्षाको,6
सञ्चालनमा,6
जमिन,6
विषयमा,6
उल्लेख,6
माघ,6
कार्य,6
पाँचखाल,6
सवारी,6
कृषि,6
पुगेको,6
लागिएको,6
घटना,6
मध्यवर्ती,6
४०,6
हत्या,6
रहेका,6
जिल्ला,6
प्रदेश,6
लिएको,6
२७,6
रु,6
सो,6
ठेक्का,6
करिडोरको,6
वर्षअघि,6
"भनिन्,",6
जाने,6
भयो।,6
भक्तपुरमा,6
गतेसम्म,6
जहाज,6
९,6
प्रभावित,6
आगामी,6
झगडा,6
शाखा,6
बनाउने,6
परामर्श,6
वडा,6
भनेको,6
अगाडि,6
अध्ययन,6
बेला,6
हामीले,6
खबर,6
गाउँपालिकाको,5
ब्लकमा,5
गणनाका,5
बाघको,5
बरामद,5
राजश्व,5
भन्सार,5
लिने,5
मासु,5
बढ्दै,5
"छ,",5
झिकेको,5
२१,5
रेमिट,5
अपचलन,5
मुद्दा,5
तत्कालीन,5
थोरै,5
भू-भागको,5
महाशाखाले,5
महानिर्देशक,5
भदौमा,5
अर्ब,5
एवं,5
गतेदेखि,5
यही,5
देखेपछि,5
शंकास्पद,5
छाडिएको,5
सेवन,5
छोरा,5
थापा,5
तोडफोड,5
कालोपत्र,5
५०,5
खोल्ने,5
कम्पनीसँग,5
छोरी,5
गाली,5
जाँदा,5
नभएको,5
घाइते,5
पानी,5
लगाएर,5
मैले,5
पाएपछि,5
सुशीला,5
मन्त्रालयले,5
२४,5
मन्त्रालयका,5
प्राधिकरणले,5
भई,5
भौतिक,5
अस्पताल,5
मैनालीले,5
उपरीक्षक,5
मार्ने,5
परिसर,5
जनालाई,5
दुइटा,5
फाइल,5
बनाइएको,5
व्यवस्थापन,5
सकेको,5
आफ्ना,5
पैसा,5
पुराना,5
सरकारको,5
सानो,5
स्वरूप,5
परिवर्तन,5
परेपछि,5
सम्भावित,5
कोर,5
गाउँपालिकाले,4
चोरी,4
बाँके,4
पाटे,4
५७०,4
१९९,4
मोटरेवल,4
गति,4
गाउँका,4
ऋण,4
पाउन,4
फोन,4
गरेपछि,4
पर,4
श्रीमाया,4
विवाह,4
सचिव,4
हुलाकी,4
१७,4
केन्द्र,4
डेढ,4
मदिरा,4
दिएका,4
तारिखमा,4
मनोज,4
मितिमा,4
१३,4
वकिलको,4
स्थानहरुमा,4
उच्च,4
नेपालमा,4
साँझ,4
करेन्ट,4
माछा,4
बैंकको,4
मार्च,4
दिउँसो,4
भैरहवा,4
आयोजनाका,4
नागरिकको,4
३५,4
वित्तीय,4
सिटीका,4
प्रतिवेदन,4
निफ्राले,4
साता,4
महोत्सवमा,4
कार्यक्रममा,4
१६,4
फेला,4
८,4
२२,4
हालसम्म,4
सेनाको,4
गम्भीर,4
बुवामाथि,4
उपचारको,4
गंगा,4
फरार,4
बोकेर,4
बैंकमा,4
वाणिज्य,4
पुलको,4
करोडको,4
भारत,4
सबइन्जिनियर,4
क्षेत्रको,4
तिङ्कर,4
दार्चुला,4
खोल्न,4
कटानको,4
वन,4
कटान,4
लाग्ने,4
यस्तै,4
नुहाउन,4
नहुँदा,4
प्याड,4
गोठमा,4
जंगल,4
डर,4
चलन,4
महिनावारीबारे,4
आएका,4
महिनावारीका,4
अनुभव,4
निको,4
एन्टिजेन,4
पिसिआर,4
घण्टामा,4
भाइरसको,4
"छन्। 

काठमाडौंमा",4
जनसंख्या,4
"छ। 

स्वास्थ्य",4
तयार,4
दिनसम्म,4
उड्डयन,4
साढे,4
बताएका,4
निकै,4
फोटो,4
गरेकी,4
स्थित,4
वर्षपछि,4
पाएको,4
नगरपालिकाको,4
सहमति,4
बसाइँ,4
कतिपय,4
नगरपालिकामा,4
त्यसले,4
पुगेर,4
आफू,4
सम्पदामैत्री,4
प्रदर्शन,4
निर्माणका,4
एरियामा,4
महत्वपूर्ण,4
नम्बर,4
भयो,4
"थियो,",4
सहर,4
मापदण्ड,4
श्रेष्ठले,4
खानेपानी,4
गरे।,4
ठाउँ,4
पनौतीका,4
पहिलोपटक,4
जेठ,4
श्रेष्ठ,4
सञ्जालमा,3
जोडिएका,3
तमानखोलाका,3
बाह्रैमास,3
मोटर,3
बाह्रै,3
पुर्‍याएका,3
बर्दिया,3
क्यामरा,3
अन्तर्गतको,3
बाँके-बर्दियामा,3
समाधान,3
माग,3
प्राध्यापकहरूले,3
विश्वविद्यालयका,3
कार्यकक्षमा,3
उपकुलपतिको,3
इन्जिनियर,3
२८,3
समयमै,3
स्थलगत,3
टोली,3
गाडी,3
पिकअप,3
गोदाममा,3
प्रधानाध्यापक,3
ध्यान,3
"हो,",3
मान्छेले,3
मानसिक,3
कार्यक्रम,3
सचेतना,3
क्रम,3
छाएको,3
रिस,3
सुदर्शन,3
पो,3
कुरामा,3
देख्दा,3
श्रीमती,3
बन्ध्याकरण,3
श्रीमायाले,3
जेठानी,3
श्रीमान,3
नवराजले,3
श्रीमतीको,3
बुधबार,3
माडी,3
मनोसामाजिक,3
व्यक्तिले,3
पासो,3
गणेशकुञ्जमा,3
माडीको,3
बोल्न,3
भागमा,3
पीडित,3
बलात्कृत,3
बलात्कार,3
संस्था,3
दर्ताको,3
मंसिरमा,3
चुडाबहादुर,3
कमल,3
अपरेसन,3
हिमाल,3
७७,3
नाममा,3
बबिता,3
कार्यालयमा,3
९३,3
खुलेको,3
कर्पोरेट,3
विराटनगरमा,3
जनाविरूद्ध,3
हिमपातको,3
भू-भागका,3
हिमाली,3
"।

राती",3
देशका,3
भेगमा,3
जारी,3
खोलामा,3
दाजुभाइको,3
लागेर,3
चरणको,3
प्रगति,3
प्राधिकरणको,3
बनाउनुपर्ने,3
चाँडो,3
२०१८,3
यात्रु,3
दैनिक,3
हवाई,3
अवतरण,3
सञ्चालनका,3
निर्माणाधीन,3
सुविधा,3
आधारभूत,3
"बताए।

उनका",3
विकसित,3
उपलब्ध,3
अनुमान,3
हस्ताक्षर,3
सहजीकरण,3
जनाइएको,3
पूर्वाधार,3
सिटी,3
निर्माणार्थ,3
प्रविधि,3
सम्बन्धित,3
रहने,3
सहभागी,3
२५,3
स्थगन,3
आरोपित,3
डिएसपी,3
खोजी,3
बुहारी,3
नं.,3
उपभोक्ता,3
दिनमा,3
निकुञ्जका,3
राप्ती,3
"चितवन,",3
राति,3
पठाइएको,3
यसअघि,3
६५,3
काठमाडौंको,3
कुटपिट,3
१८,3
महानगरीय,3
चालक,3
ठक्कर,3
लगायतका,3
निरीक्षण,3
जिम्मा,3
त्यसका,3
चलिरहेको,3
बराबरको,3
वटै,3
बैतडीमा,3
५५,3
खुलिसकेको,3
ढिलाइ,3
काममा,3
प्याकेजमा,3
किलोमिटरसम्म,3
करिडोर,3
उत्तर,3
पाउने,3
आउने,3
ठाउँमा,3
४,3
गर्थे।,3
जात,3
पहिला,3
परेकी,3
आएपछि,3
छाडेर,3
मिनेट,3
बीस,3
आमाले,3
जंगली,3
दिएर,3
खानेकुरा,3
छाउगोठ,3
बार्ने,3
फरक,3
बसोबास,3
मान्छेको,3
परिवार,3
अलग्गै,3
जम्मा,3
प्रकाशन,3
बुढा,3
धामीको,3
गौरवको,3
बुद्ध,3
आयोजनाले,3
उपकरण,3
प्रवेश,3
यान्त्रिक,3
चल्ने,3
प्राधिकरणका,3
"बताए।

उनले",3
सुरू गरेको,3
२०७४,3
सदस्य,3
विवेकशील,3
सञ्जाल,3
उपचार,3
पेट,3
दिनेशराज,3
बढाइएको,3
काठमाडौंका,3
लामालाई,3
स्थायी,3
प्रहार,3
बस्ती,3
हुनेछ।,3
उनीहरू,3
जात्रा,3
पनौतीमा,3
बनेको,3
हैरानी,3
लिन,3
त्यस्तो,3
बस्ने,3
"भयो,",3
राखेर,3
इञ्जिनियर,3
दिइरहेको,3
सहयोगमा,3
हुन्छ।,3
छैन।,3
दिँदै,3
बेलाबेला,3
यसका,3
गर्छ।,3
दिने,3
राख्न,3
"होइन,",3
राखेको,3
थुप्रै,3
नगरपालिकाका,3
यसै,3
बनेपछि,3
अनेक,3
मौलिक,3
झिँगटी,3
लगेर,3
घरलाई,3
युनेस्कोले,3
घरको,3
घरहरूको,3
सालमा,3
रिपोर्ट,3
सहयोग,3
२३,3
दरबार,3
"मन्दिर,",3
आधारमा,3
अहिलेसम्म,3
सांस्कृतिक,3
सहरको,3
एरिया,3
"छौं,",2
मगरले,2
बासिन्दा,2
जोडिएपछि,2
बुर्तिबाङ,2
घण्टौं,2
थिएनन्।,2
दैनिकी,2
हिसाबले,2
१२९,2
गाउँपालिकाका,2
सञ्जालसँग,2
स्थानीयबासी,2
मोटरबाटोले,2
डोकोमा,2
‘अहिले,2
बोङ्गादोभानसम्म,2
फेरिएको,2
छन्त्यालले,2
तमानखोला,2
आङ,2
उज्यालोमा,2
अन्धकारबाट,2
मोटरबाटो,2
सबभन्दा,2
संख्या,2
तस्बिर,2
बाघका,2
समुदायकै,2
क्षति,2
हात्तीले,2
"बताए।

त्यस्तै,",2
मानिसले,2
समुदायका,2
समेटिएको,2
बर्दियामा,2
विभाजन,2
निकुञ्जलाई,2
राखिएका,2
"छ।

बाँके",2
स्थान्तरण,2
सहज,2
नेविसंघले,2
प्राध्यापकहरूको,2
६१६,2
"छन्। 

देशभर",2
९९३,2
"हो। 

कोरोनाको",2
२०६,2
एन्टिजेनबाट,2
३६४,2
पिसिआरबाट,2
७६१,2
"हुन्। 

७",2
थपिएका,2
संख्यामा,2
७८९,2
४९५,2
"६५२,",2
१५२,2
"छ। 
योसँगै",2
"१६२,",2
रुपैयाँभन्दा,2
अघिसम्म,2
प्रतिकूलताका,2
सडकको,2
प्रतिशत,2
परिवर्तनको,2
निकायमा,2
डिजाइन,2
पहुँच,2
लेनको,2
स्थानीयबासीले,2
ढिलो,2
महिनाभित्र,2
"छ।

हाल",2
कैलालीको,2
आइपुगेको,2
महेन्द्रनगर,2
जोर,2
थान,2
जुत्ता,2
छलेको,2
छापा,2
दिए।,2
पहिचान,2
बालिका,2
"महिला,",2
उनीहरूमध्ये,2
तथ्यांकअनुसार,2
गर्नु,2
विद्यार्थीमा,2
धेरैले,2
मर्दिन्छु,2
दबाब,2
आवश्यकता,2
कम्तीमा,2
तह,2
गाउँबाट,2
राम्रोसँग,2
देखिरहँदा,2
व्यक्तिमा,2
विकल्प,2
चेतनाको,2
परियारले,2
घरदेखि,2
जग्गाको,2
धितो,2
किन्ने,2
ब्लक,2
इँटा,2
वर्षीय छोरो,2
"छैन,'",2
रिसाएर,2
"थिएँ,",2
सोध्दा,2
श्यामले,2
बाबु,2
वास्ता,2
श्रीमान-श्रीमतीबीच,2
मरेपछि,2
कमजोर,2
ससुराली,2
तोरी,2
माझीको,2
त्यहाँबाट,2
घर।,2
बेलीमायाको,2
बोटले,2
जयन्ती,2
आमा,2
गुमाएकी,2
रक्सी,2
थालेकी,2
लगाएको,2
बेलीमायाले,2
झुन्डिएको,2
चासो,2
भाग,2
उनीहरूको,2
थाले।,2
फर्किएका,2
वर्षका,2
लाग्यो।,2
पैदल,2
भए।,2
आडैको,2
गुमाएको,2
"थिए,",2
टोलाइरहेका,2
बसेर,2
लम्साल,2
गोकुल,2
समूहका,2
सगुन,2
उनीसँगै,2
थालेको,2
ल्याएर,2
गाउँको,2
पौडेलले,2
नारदमणि,2
युवती,2
फेदीमा,2
महसुस,2
मानसिकतामा,2
विद्यालयमा,2
माघमा,2
विद्यार्थीले,2
गणेश,2
गाउँ।,2
चौध,2
कहालीलाग्दो,2
बताइएको,2
घरमै,2
नसक्ने,2
फर्किने,2
जबरजस्ती,2
मेलौली-१,2
पक्षले,2
मेलौली,2
महिला,2
विवाहित,2
बन्धक,2
बैंकबाट,2
पदबाट,2
प्रतिवादी,2
४१,2
८१,2
भट्टराईको,2
४२,2
अक्टोबर,2
नामको,2
निरौलाको,2
"दाहाल,",2
(जीएसडी),2
डिपार्टमेन्ट,2
सर्भिस,2
जनरल,2
"बस्नेत,",2
सुवेदीको,2
६२,2
६९,2
शीर्षकबाट,2
अप्रिल,2
तारिखदेखि,2
अगस्ट,2
चलाएको,2
बस्नेतको,2
नाता,2
सबैभन्दा,2
कार्यालयबाट,2
स्रोतले,2
अदालत,2
नविन,2
बुझाएको,2
"छ।

मोरङ",2
दायर,2
सिइओसहितका,2
प्रकरणमा,2
मुद्दाको,2
"।

२०७८",2
आंशिकदेखि,2
हुनसक्ने,2
वर्षा,2
भेगका,2
"छ।

आज",2
पारिरहेको,2
नरहेको,2
प्रणाली,2
दिनको,2
पश्चिमी,2
नेपालबाट,2
पदमबहादुर,2
उनका,2
तिनाउ–२,2
विश्वास,2
आउँदा,2
रहे,2
अवरोध,2
हासिल,2
नमूना,2
भवन,2
टर्मिनल,2
महामारी,2
कोभिड,2
लिएका,2
७२,2
"बताए।

कूल",2
वायुसेवा,2
अवधिमा,2
उडानपछि,2
पुगिसकेको,2
एरो,2
आजै,2
गठन,2
नियमित,2
महिनापछि,2
फ्लाइट),2
(क्यालिब्रेसन,2
व्यावसायिकरूपमा,2
पूर्णिमादेखि,2
जोडिएको,2
जोडेर,2
गाविस,2
जमिनमा,2
उद्देश्यले,2
साझेदारी,2
प्रशासनिक,2
राजनीतिक,2
विकासका,2
क्षेत्रफलमा,2
माध्यमबाट,2
क्षेत्रफल,2
रोपनी,2
बढाइने,2
सम्झौतामा,2
गरिसकेको,2
सिटीको,2
प्रारम्भिक,2
प्रयोजनका,2
प्रालि,2
सिंगापुरको,2
काठमाडौंस्थित,2
नगरपालिकासँग,2
"छ।

यसका",2
सिङ्गापुरको,2
पाँचखालमा,2
साधन,2
डिस्पोजल,2
बम,2
बस्तु,2
वस्तु,2
ढुंगेअड्डामा,2
गराउने,2
स्वास्थ्य,2
प्रवद्र्धन,2
अत्याधुनिक,2
राखिएको,2
स्थापना,2
"पदार्थ,",2
दुग्धजन्य,2
"प्रविधि,",2
"तरकारी,",2
ताजा,2
प्रदर्शनी,2
रत्ननगरको,2
दिइने,2
उत्पादन,2
३५०,2
महामारीका,2
तयारीमा,2
उद्घाटनको,2
सौराहा,2
फेस्टिवल,2
"हो।

महोत्सवमा",2
सङ्घ,2
कोरोनाका,2
रत्ननगर,2
नजिकैको,2
वसन्तीले,2
निरीक्षक,2
पुगेका,2
खोल्सामा,2
घरनजिकै,2
खान,2
घर्ती,2
"दाङ,",2
बुहारीसहित,2
सासूको,2
जनताको,2
समितिका,2
संयुक्त,2
सबैको,2
संस्थाले,2
शुभारम्भ,2
छोड्ने,2
आज,2
केन्द्रमा,2
कसरास्थित,2
निकुञ्जको,2
चितवन,2
काठमाडौंमा,2
वीर,2
खटिएको,2
कृष्ण,2
४५,2
"दिए। 

प्रहरीले",2
कीर्तिपुरमा,2
वृत्त,2
मगर,2
दुर्गा,2
नियन्त्रणमा,2
नम्बरको,2
थपलियालाई,2
पैदलयात्रुलाई,2
बालाजुमा,2
बाँकेमा,2
११,2
गाउँहरू,2
सकिने,2
घनश्याम,2
शिलान्यास,2
नगरपालिका,2
सिधै,2
आह्वान,2
आयोजनाअन्तर्गत,2
सडकमा,2
गाउँपालिकामा,2
८७,2
१३४,2
कूल,2
२०७२,2
सडकलाई,2
जिल्लामा,2
३८,2
योजनाको,2
नसक्दा,2
प्रभाव,2
करिडोरअन्तर्गत,2
लम्बाइ,2
त्यसैगरी,2
पुगिन्छ।,2
ठूला,2
भट्टले,2
जेभीका,2
जिम्मेवारी,2
धामीले,2
योजनाका,2
वनबाट,2
महिनाअघि,2
नपाउँदा,2
क्षेत्रसम्म,2
"महेन्द्रनगर,",2
कछुवा,2
महिलालाई,2
सुरक्षा,2
आफैं,2
पाप,2
भन्छिन्-,2
कसैलाई,2
"(भिडिओ)

'महिनावारी",2
"थियो,'",2
कपडा,2
लाग्थ्यो।,2
दिनपछि,2
गरे,2
प्रश्न,2
नुहाउनुपर्थ्यो।,2
नल्कामा,2
बिहानै,2
पाइन्।,2
बस्ने?,2
सुरूमा,2
बल्लतल्ल,2
खोज्न,2
मुक्त,2
छोइछाउको,2
सहरका,2
मुक्ति,2
पढाइ,2
सरसफाइ,2
खुल्ला,2
हिँडेर,2
उनकी,2
अप्ठ्यारो,2
डरले,2
मसँग,2
खाना,2
नजिक,2
तराई,2
बस्न,2
बाँझो,2
अर्काको,2
बरू,2
छँदा,2
थापेर,2
उसले,2
छुन,2
भाइ,2
सोच्दै,2
भाइलाई,2
त्यसैको,2
बनाएका,2
कुटी,2
जिल्लाका,2
"बैतडी,",2
"गाउँपालिका,",2
भन्थे।,2
घरकाले,2
त्यसरी,2
हुन्थ्यो,2
चिसो,2
छाउघर,2
त्यस्तै,2
फुपू,2
"आमा,",2
वर्षकी,2
वर्षको,2
शृंखला,2
कुरा',2
'महिनावारीका,2
आएकी,2
झेल्दै,2
महिनावारीको,2
"छ। 

काठमाडौंमा",2
४३५,2
४५४,2
"हो। 

शुक्रबार",2
१६२,2
९५८,2
२७५,2
१३३,2
९१,2
५५०,2
८४९,2
"३८६,",2
७८५,2
"हो। 

योसँगै",2
ललितपुर,2
"जना,",2
६८,2
नेपालको,2
लक्ष्य,2
सफल,2
शुक्रबारदेखि,2
थाइल्याण्डबाट,2
कारणले,2
"बताए।

विमानस्थलको",2
सुरू गरिएको,2
जडान,2
न्यौपानेले,2
आन्तरिक,2
बजेसम्म,2
दाहालले,2
उडान),2
कम्पनीको,2
थाई),2
(एरो,2
थाइल्याण्ड,2
अफ,2
एरोनटिकल,2
खुसी,2
पाउँदा,2
भनेकी,2
पोस्ट,2
बागमती,2
साझा,2
सामाजिक,2
शिक्षण,2
नेपालीको,2
गतिविधि,2
लामाले,2
प्रवक्ता,2
उद्योग,2
डेरा,2
नेपालीलाई,2
सुरक्षागार्ड,2
विद्यालयका,2
व्यापार,2
सुरूआत,2
पनौतीबाट,2
नदेखेको,2
राख्दै,2
चुनौतीपूर्ण,2
"छन्,",2
पठाएको,2
यसले,2
विदेशी,2
समितिले,2
पुनः,2
प्रवर्द्धन,2
मानिने,2
उत्साहित,2
ठाउँलाई,2
प्रक्रिया,2
कानुनले,2
नगरपालिकालाई,2
पुरातत्वको,2
स्वीकृति,2
गर्नुपरेको,2
कति,2
बाँध्ने,2
चाहिँ,2
नपाउने,2
बढ्न,2
बुझाउन,2
तोकिएको,2
बनाएको,2
नागरिकलाई,2
भण्डारण,2
"हुन्छ,'",2
डकर्मी,2
गर्नै,2
काठको,2
पर्छ।,2
अहिलेको,2
त्यति,2
बन्ने,2
"नपाइने,",2
बनाइएका,2
भूमिका,2
उत्तिकै,2
बताउँदै,2
मन्दिरहरू,2
बृहत,2
खोला,2
सहरमा,2
'यो,2
इन्द्रप्रसाद,2
निकायको,2
बनाउनुका,2
शैलीमा,2
मान्छेलाई,2
नपाइने,2
"राख्नुपर्ने,",2
पुरानो,2
प्रस्ताव,2
पहिलेभन्दा,2
बस्नुपर्छ,2
हुँदै,2
घरका,2
विवरण,2
'पनौती,2
पुरातत्व,2
घोषणा,2
स्मारक,2
संरक्षित,2
पनौतीलाई,2
२०५८,2
समिति,2
"छ,'",2
सहभागिता,2
संघ,2
संरक्षणका,2
"ब्रह्मायणी,",2
१९९१,2
प्रशान्त,2
नगर,2
