word,count
भाषा,14
अधिकृत,14
बन्यो,14
प्रकाश,14
अनुमान,14
पत्र,14
ग्लोबल,14
बनाएर,14
फरक,14
आफैं,14
कोरिया,13
दिवस,13
लैजाने,13
"कर्जा,",13
पौडेल,13
आयाल,13
पकाउने,13
सहमति,13
आयोजनाको,13
गर्‍यो,13
का,13
कार्य,13
सञ्चालनमा,13
नागरिक,13
नियमावली,13
अध्यक्षमा,13
नेपालले,13
नेतृत्व,13
बैंकमा,13
१९,13
घाटा,13
ऋण,13
संकलन,13
उपत्यकामै,13
राष्ट्रपतिले,13
म्याद,13
लक्ष्मी,13
तहको,13
दिएका,13
कब्जामा,13
ह्याकरको,13
आक्रमणको,13
फिर्ता,13
बजेट,13
गरेपछि,13
पार्ने,13
योगदान,13
प्रस्ताव,13
लिने,13
प्रभावकारी,13
"हो,",13
एवं,13
८,13
उचित,13
सन्तोष,13
ल्याएको,13
त्यति,13
पुष्टि,13
जनशक्ति,13
टेलिकमको,13
उत्पन्न,13
त्यस्तो,13
"गर्ने,",13
बिहान,13
भारी,13
चुनाव,12
मेगावाट,12
विद्यार्थीलाई,12
कोषमा,12
बीमा,12
समीक्षा,12
बिजुली,12
निगमले,12
पास,12
विकासको,12
"।
यो",12
सुनिश्चित,12
अपेक्षा,12
चरणमा,12
सस्तो,12
निवेदन,12
जिल्ला,12
नियम,12
सञ्चालक,12
आपूर्ति,12
बढाउन,12
दिनुपर्ने,12
छनोट,12
२८,12
संस्थागत,12
पुस,12
१७,12
विपरीत,12
अनुत्पादक,12
भइसकेको,12
"प्रविधि

काठमाडौं",12
रोक्न,12
उक्त,12
"समाचार

पूर्वी",12
यसअघि,12
"प्रविधि

साइबर",12
काठमाडौंको,12
केन्द्र,12
भनेपछि,12
दिएर,12
सेवन,12
सरकार,12
सामान,12
बढ्यो,12
"।
अहिले",12
दिनुपर्छ,12
जति,12
ओली,12
जुटाउन,12
अपराधी,12
विश्व,12
झण्डै,12
सन्तान,12
कतिपय,12
त्यस्ता,12
भएकोले,12
युवक,12
भ्याट,11
स्वेच्छिक,11
विद्युत्को,11
कोर्स,11
हुन्छु,11
मुलुकको,11
तह,11
आईएमई,11
डिलिट,11
इन्स्टाग्राम,11
उपचारबाट,11
तिहाई,11
बिरामीमध्ये,11
टिकट,11
सम्बन्धमा,11
बचत,11
मन्त्रालय,11
उद्योग,11
औद्योगिक,11
दायर,11
प्रतिवेदन,11
सुरक्षाको,11
विमानस्थल,11
आकर्षित,11
कम्पनीलाई,11
रोयल्टी,11
अधिकारी,11
हालसम्म,11
कानुनी,11
छ’,11
कार्यान्वयनमा,11
हमालले,11
लेखकबाट,11
प्रणाली,11
वैधानिक,11
मुद्राको,11
तरलता,11
आवेदन,11
निक्षेप,11
सरकारको,11
घाइते,11
वृद्ध,11
सास,11
बताएका,11
सरकारलाई,11
ल्याउन,11
भई,11
आइरहेको,11
कामदार,11
आप्रवासी,11
अधिकांश,11
पुर्‍याउने,11
ऊर्जा,11
फाइदा,11
पाइन्छ,11
उपाधि,11
मास्टरसेफ,11
पार,11
नगर्न,11
कुरामा,11
राख्ने,11
दिँदै,11
पर्यटकीय,11
बनेको,11
बस्ने,11
यापति,11
यात्रा,11
सम्बन्ध,11
पहुँच,11
बोकेर,11
भीड,11
बच्न,11
प्रतिक्रिया,11
उनका,11
गएर,11
संक्रमितको,11
विद्यार्थीले,10
हुरुक्कै,10
ढिंडो,10
कोदोको,10
झोलसँग,10
कुखुराको,10
टिकटको,10
सेवाका,10
कर्णाली,10
छुट,10
क्यान्सरको,10
लागिएको,10
लक्षित,10
मूल्यमा,10
ग्याँसको,10
चालु,10
समितिले,10
व्यक्त,10
पढ्नुहोस,10
एवम्,10
घटना,10
खण्डमा,10
ठेक्का,10
सिभिल,10
सीमा,10
सुरक्षाका,10
बुद्ध,10
२१,10
विभागमा,10
खड्का,10
कार्यालयले,10
ऐन,10
लाभ,10
ब्रोकर,10
"।
यस्तै",10
कलम,10
संस्था,10
नभई,10
मुलुक,10
जग्गा,10
उत्पादनशील,10
ग्राहकले,10
बैंकहरु,10
–,10
महिनाको,10
२०२१,10
वर्षमा,10
टिम,10
ग्याँस,10
हुन्छौं,10
नेटोमा,10
उद्धार,10
ठगी,10
"साहित्य

लघुकथा",10
२५,10
ब्रिटिस,10
चर्चित,10
सीमाबाट,10
गराउने,10
अमेरिकी,10
सकेको,10
बढ्ने,10
पठाउने,10
अधिकारीले,10
गराउन,10
प्रदेशमा,10
आफू,10
प्राविधिक,10
परिवार,10
गठन,10
विकल्प,10
निरन्तर,10
प्रतियोगिता,10
बर्ष,10
सम्पन्न,10
खालका,10
यसबाट,10
करीब,10
बैठक,10
१००,10
जरुरी,10
नेपालका,10
चासो,10
राज्यको,10
हुनुपर्छ,10
प्रदर्शन,10
जातिको,10
उनीहरूको,10
हेर्दा,10
भइसकेका,10
कलेज,10
समयमा,10
छुट्टै,10
वर्षदेखि,10
राखेर,10
तस्वीर,10
नतिजा,10
आउँछन्,10
प्रेमभाव,10
अरु,10
यस्तै,10
दिनु,10
नहुँदा,10
अवकाश,9
राजस्व,9
नेटवर्किङ,9
प्रतिनिधि,9
सेवाको,9
खोलिएको,9
डिजिटल,9
प्रसारण,9
मानसिक,9
खरीद,9
पोस्टहरु,9
हो’,9
लाइन,9
स्थानमा,9
गरिसकेको,9
दावी,9
दूरसञ्चार,9
खोल्न,9
व्यक्तिगत,9
ढुंगाना,9
सदस्य,9
दबाव,9
आयोजनामा,9
कालोपत्रे,9
विदेश,9
पोखराबाट,9
यात्रु,9
असोज,9
इजाजतपत्र,9
मन्त्रालयका,9
घिमिरे,9
यसका,9
हित,9
तत्कालै,9
३७,9
प्रतिफल,9
बलियो,9
समीक्षामा,9
बढ्न,9
"प्रतिशत,",9
भारतको,9
हामीसँग,9
जलविद्युत्,9
विद्युत,9
गइरहेको,9
ज्वरो,9
तर्क,9
"समाचार

युक्रेनका",9
आरोप,9
शुक्रबार,9
त्यसलाई,9
मासिक,9
आफूले,9
स्थापित,9
वितरण,9
८०,9
बालबालिका,9
३२,9
समाजमा,9
"भनिन्,",9
एप्पल,9
नियन्त्रणमा,9
लगातार,9
गर्दैछ,9
मुद्रा,9
बोल्दा,9
शंकर,9
आवश्यकता,9
सन्तुलन,9
भन्नु,9
दिगो,9
पदार्थ,9
उपाय,9
मोटोपना,9
केपी,9
थुप्रै,9
मानिन्छ,9
पुग्न,9
उनलाई,9
शारीरिक,9
बेलायती,9
पूर्वसुरक्षाकर्मी,9
कोरा,9
संस्कार,9
अफर,9
पुग्ने,9
तुलनामा,9
पुगेका,9
लिएर,9
बजारको,9
जेठभित्र,9
"अन्तर्वार्ता

५",9
डट,9
‘बर्गर,9
रोक्यो,9
ट्रक’,9
‘फुड,9
नियाल्दै,9
थापा,9
हुनु,9
बारेमा,9
कोरियामा,9
निर्यात,8
कोरियाले,8
श्रमिकहरूको,8
जरूरी,8
साइबर,8
भर्जिन,8
शैक्षिक,8
कलेजको,8
कार्यक्रमलाई,8
माछापुच्छ्रे,8
जीएमआरले,8
जीएमआरलाई,8
यामाहा,8
कार्यालयमा,8
गतेदेखि,8
गुणस्तरीय,8
गरिनेछ,8
धितोमा,8
भट्टले,8
निगम,8
अवधिमा,8
अतिरिक्त,8
तेलको,8
नपाउने,8
एक्वा,8
स्रोतको,8
पूर्वाधार,8
वातावरणबीच,8
जिम्मेवारी,8
भनिएको,8
शुरु,8
गौतमबुद्ध,8
सम्बोधन,8
केन्द्रित,8
२७,8
केन्द्रीय,8
कर्मचारीले,8
"।
तर,",8
उद्योगको,8
राय,8
संशोधन,8
कार्यविधि,8
अभाव,8
२०७६,8
हुनसक्ने,8
"छन्,",8
हमाल,8
नेपालमै,8
बोर्डले,8
"ट्रेन्डिङ








Advertisment",8
महामारी,8
पुँजी,8
क्रिप्टोकरेन्सी,8
बढेर,8
स्थायी,8
"।
राष्ट्र",8
नीतिगत,8
च्यानलबाट,8
रणनीति,8
बस्न,8
२३,8
बिहीबार,8
हत्या,8
अमेरिका,8
सफल,8
संस्थाले,8
५५,8
निको,8
अहिलेसम्म,8
नसक्दा,8
एआरटी,8
संक्रमितलाई,8
३५,8
सक्छन्,8
सुरुमा,8
खान,8
बाध्यता,8
।’,8
काममा,8
"छ,’",8
केन्द्रमा,8
अप्ठ्यारो,8
प्रविधि,8
बप्पी,8
किलो,8
२४,8
नगर्ने,8
बन्दैछ,8
हब,8
"बनायौं’











धेरै",8
‘दलहरू,8
सन्नाटा,8
"ताली,",8
कुन्तीलाई,8
जमघट,8
सहकर्मीहरुको,8
किसानको,8
उखुको,8
जसरी,8
बनायौं’,8
"अन्तर्वार्ता

‘दलहरू",8
साउदी,8
पाथीभरा,8
गुण्डुको,8
कोभिडपछि,8
महामारीको,8
अझ,8
महत्व,8
नम्बर,8
लगाएर,8
सोनारीको,8
पछाडि,8
अवसरमा,8
सीमित,8
जोडीको,8
एमसीसी,8
सकारात्मक,8
बधाई,8
पठाउँदा,7
कारोबारमा,7
"श्रम,",7
डलरमा,7
कार्यदल,7
प्रमं,7
भीम,7
खेल्न,7
जनसंख्या,7
म्यानपावर,7
रोजगारदाताले,7
अधिकार,7
प्रणालीको,7
Next,7
Prev,7
कलेजमा,7
जन्माउने,7
अन्तरीक्ष,7
ग्यालाक्टिक,7
स्मार्ट,7
तारा,7
नेपालीले,7
रहनेगरी,7
शाखाअन्तर्गत,7
व्याज,7
हस्ताक्षर,7
बढुवा,7
न्यौपाने,7
आर्काइभ,7
प्रेम-वियोगका,7
उत्पादित,7
कर्मचारीलाई,7
समिति,7
सपिङ,7
व्यवस्थामा,7
अधिकतम,7
भट्ट,7
विनिमय,7
प्रतिलिटर,7
वस्तु,7
ल्यायो,7
रुपैयाँमा,7
हन्ड्रेड,7
शर्माले,7
तोकेको,7
अदालतमा,7
प्रस्तावित,7
प्रवृत्ति,7
नपाइने,7
संरचना,7
आयोजनाले,7
विभागको,7
स्तरीय,7
फ्लाइट,7
निष्कर्ष,7
प्राधिकरणको,7
"।
वैदेशिक",7
एटीआर,7
नीतिमा,7
यात्रुलाई,7
गरेकोमा,7
यात्रुले,7
प्रकाशित,7
क्षति,7
अदालत,7
व्यवस्थित,7
होटलमा,7
आलेले,7
ताल्चा,7
लिए,7
पारित,7
ट्रेडिङ,7
स्टक,7
तत्कालीन,7
पाएको,7
एकजनाको,7
ठक्करबाट,7
ट्याक्टरको,7
सदस्यले,7
संघको,7
२६,7
क्रिकेट,7
अर्थमन्त्री,7
प्रावधान,7
७५,7
समस्यामा,7
औं,7
दिइएको,7
तथ्यांक,7
साधारण,7
मुलुकमा,7
खालको,7
प्रोत्साहन,7
बढायो,7
घटेको,7
अफ,7
नसक्ने,7
थोरै,7
भएसँगै,7
नपर्ने,7
डेढ,7
बराबरको,7
४८,7
थाल्यो,7
फर्किन,7
थालेको,7
बुहारीसहित,7
व्यक्ति,7
भनेका,7
सम्भावना,7
दीर्घकालीन,7
उपयोग,7
गुनासो,7
नसकेको,7
हाम्रा,7
तहमा,7
बुझ्न,7
एकदमै,7
देखिए,7
सडकमा,7
अस्पतालमा,7
केन्द्रका,7
एड्स,7
फेला,7
४२,7
कमी,7
भाइरल,7
रिपोर्ट,7
बुझाइ,7
"।
नेपालमा",7
जोखिममा,7
लगाएको,7
वर्षसम्म,7
मिलेर,7
गाउँपालिका,7
च्याम्पियनसिप,7
भलिबल,7
व्यवसायी,7
"होइन,",7
श्रीओम,7
बन्दना,7
"साहित्य

अग्रजलाई",7
साइड,7
रिभर,7
मनोहरा,7
रमाउनेहरु,7
बस’मा,7
"?








फिटनेस



१५",7
खाने,7
विना,7
पुष,7
"प्रविधि

चीनले",7
सिरहाका,7
‘रिम्याच’को,7
कभर,7
बालबालिकामा,7
लालन-पालन,7
भारत,7
बनाएका,7
खोजी,7
समुदायको,7
पत्रकारितामा,7
जिम्मा,7
जीवन,7
गयो,7
सुनको,7
आकार,7
आउँदा,7
जाँदा,7
उनीहरूले,7
उनीहरू,7
चीन,7
पुनरागमन,7
जितेन्द्रको,7
टिममा,7
अभियान,7
मानिस,7
देखिएका,7
‘कपल,7
प्रिय,7
मनाउन,7
सकेसम्म,7
त्यही,7
सबैले,7
आएकी,7
बुधबार,7
"हेर्नुस




























Comments",7
बढ्दैछ,7
रिसोर्टले,6
बिल,6
भ्याली,6
जनप्रतिनिधिविहीन,6
कृष्णकुमार,6
स्विङ,6
सुनिश्चितता,6
ईपीएस,6
रोजगारीलाई,6
सुरक्षामन्त्री,6
ठगिएको,6
पीडित,6
प्राधिकरण,6
योगदानमा,6
कार्यक्रमहरू,6
धारा,6
पाउन,6
विद्यार्थीको,6
ब्रिटिश,6
विद्यार्थी,6
उद्देश्य,6
विधवा,6
"साहित्य

फलानाकी",6
"दम्पती








फिटनेस



१५",6
लहडमा,6
जुराएर,6
साइत,6
सपूत,6
सिधा,6
स्थित,6
शाखारहित,6
कार्बन,6
निश्चित,6
अवधि,6
भंग,6
पेश,6
नियुक्ति,6
मिटर,6
न्यूनतम,6
साधन,6
महाप्रबन्धक,6
धेरैवटा,6
"बाटो


विश्व",6
वञ्चित,6
राखेको,6
ब्रान्ड,6
सुपर,6
९०,6
रुपैयाँको,6
दरमा,6
पर्चेज,6
हायर,6
राखिएको,6
९९,6
डिजेलमा,6
निगमको,6
मूल्यअनुसार,6
पेट्रोलको,6
निगमका,6
पेट्रोल,6
कच्चा,6
बैठकले,6
पौडेलको,6
उपाध्यक्ष,6
सफलताको,6
आयोगका,6
तय,6
विश्लेषण,6
विकासे,6
महानिर्देशक,6
देखाएर,6
संविधानको,6
प्रतिवेदनमा,6
काठमाडौंबाट,6
करोडको,6
क्यालिब्रेसन,6
प्रभावित,6
चल्ने,6
सहजीकरण,6
दिइरहेको,6
घटेर,6
रोक,6
थप्ने,6
विमानस्थलबाट,6
चलाउने,6
मन्त्रालयको,6
बढाएको,6
२०७७,6
सञ्चालनको,6
संयुक्त,6
तिर्न,6
घरजग्गा,6
"अनुसार,",6
रोयल,6
होटलको,6
सम्पत्ति,6
उद्योगमा,6
सुनसान,6
तालिम,6
नसकिने,6
तिर्नुपर्ने,6
प्रकरणमा,6
कार्यकाल,6
सुधारका,6
प्रश्न,6
समूहको,6
टोली,6
गर्नेछ,6
चलाउँछन्,6
"संस्था,",6
मुलतः,6
"आचार्य
आर्थिक",6
"बारेमा






रोयल",6
हिसाबले,6
एकीकृत,6
"छैन,",6
मझौला,6
वर्गीकरण,6
अत्यधिक,6
७०,6
प्राकृतिक,6
"।
अब",6
देशमा,6
व्यवसायिक,6
उत्पादनमा,6
वस्तुको,6
जोड्न,6
हौं,6
"।
हामी",6
इन्धन,6
उत्पादनमूलक,6
त्यस्तै,6
बढ्दा,6
सकियो,6
