word,count
दिगोपन,25
जीवनलाई,25
ग्रहले,25
हामीमाथि,25
नजर,25
नोक्सानलाई,25
विद्यावारिधिका,25
शीर्षकमा,25
अनुभवजन्य,25
भुइँमान्छेका,25
अन्त्यतिर ।,25
धु्रवमा,25
१९४५,25
विषयवस्तु,25
दशकभन्दा,25
विश्वयुद्धपछि,25
प्रश्रय,25
खुम्च्याउने,25
बिर्सिएर,25
चटक्कै,25
भूकम्पलाई,25
धनजनको,25
विषयसँग,25
बित्नै,25
संसद्बाट,25
पठाएर,25
प्रचण्डले,25
भएकोले,25
तपाईको,25
तपाईंको,25
?लगइन,25
बिर्सनुभयो,25
अथवापासवर्ड,25
प्रणाली,24
संस्थाहरूले,24
ekantipur.comTerms,24
Copyright,24
KantipursaptahikNepalNari©,24
Radio,24
Post,24
TVThe,24
प्रकाशनहरु,24
+९७७-०१-५१३५०००+९७७-०१-५१३५००१,24
"थापाथलीकाठमाडौं,",24
"पार्क,",24
लि.सेन्ट्रल,24
पब्लिकेशन्स्,24
ठेगानाकान्तिपुर,24
पत्रिका,24
लिंकहरुविज्ञापन,24
»उपयोगी,24
समेट्छ।,24
विश्लेषणलाई,24
आयामका,24
जीवनका,24
भिडियो,24
"विश्व,",24
"खेल,",24
"मनोरञ्जन,",24
"विचार,",24
"समाचार,",24
पोर्टलले,24
भाषाको,24
पोर्टल,24
दैनिकको,24
वेबसाइट,24
वाणिज्यअन्यहाम्रो,24
२०१९कोसेलीकोपिलाकुराकानीकलाकर्णालीउपत्यकाअर्थ,24
विशेषजीवनशैलीगन्तब्यगण्डकीखेलकुदक्रिकेट,24
नेपालीदसैं,24
२०७४नारी,24
प्रदेशसभा,24
१प्रतिनिधिसभा,24
संस्करणप्रवासप्रदेश,24
प्रविधिविचारवाग्मतीलुम्बिनीरोचकमनोरञ्जनमधेसभिडियोब्लगबजारफोटोफिचरफिचरफड्कोप्रिन्ट,24
चिठीसमाचारविश्वविविधाविज्ञान,24
२०७४सुदूरपश्चिमसाहित्य/विविधसम्पादकलाई,24
नेपालमास्वास्थ्यस्थानीय,24
शुक्रबारहाम्रो,24
खेलकुदहेलो,24
साग,24
स्तम्भहरु१३औं,24
कान्तिपुरका,24
»,24
विस्तृतमा,24
https://coronavirus.jhu.edu/map.html,24
"फागुन,",24
०३,24
"मंगलबार,",24
"१,६५,४९,४८९मृत्यु११,९०२अपडेटः",24
"संक्रमित१,१११,८९८पूर्ण",24
"१०,२१३,२५०,९७३मृत्यु५,८१७,३२५नेपालमा",24
"संक्रमित४१२,०४८,८५६पूर्ण",24
[अपडेट],24
छैनन् ।...,24
२०७८जलवायु,24
प्रविधिशोभा,24
र...विचारदिगो,24
२०७८हिन्दुकुश–हिमालय,24
चिन्तातीर्थबहादुर,24
खबरहरू...विचारविश्वव्यापी,24
२०७८सन्,24
भोल्कफाल्गुन,24
मानवको...विचारपृथ्वी,24
२०७८यतिखेर,24
बेरीफाल्गुन,24
मौसम...विचारजीविकोपार्जनमा,24
२०७८खराब,24
थिएँ ।...विचारपूर्वानुमानका,24
२०७८साउनको,24
भोगाइजीवनमणि,24
महाभियोग...विविधाभुइँमान्छेका,24
२०७८देशले,24
जोशीफाल्गुन,24
बाँडियो ।...विचारलोकतन्त्रको,24
२०७८द्वितीय,24
थपलियाफाल्गुन,24
प्रक्रिया...विचारवादहरूबीच,24
२०७८ठूलो,24
ननिम्त्याऊसम्पादकीयफाल्गुन,24
सम्बन्धित...विचारअव्यवस्थित,24
२०७८प्रधानमन्त्री,24
निस्कौंआहुतिफाल्गुन,24
लेख,24
समीक्षामा,24
हुनुभएकोमा,24
आवद्ध,24
नेटवर्कसँग,24
प्रोफाइल,24
लेख्नुहोस्,24
डाइजेस्टविविधलेख,24
नेपालीमा,24
लिंक,24
सुचना,24
News) नेपालीसबै,24
(Except,24
English,24
language,24
EnglishSet,24
अभिलेखालयLanguage,24
विशेषबजारइ-पत्रिका,24
चिठीकुराकानीकलाअन्यदसैं,24
प्रविधिस्वास्थ्यभिडियोसम्पादकलाई,24
वाणिज्यविचारखेलकुदउपत्यकाकोसेलीविश्वमनोरञ्जनब्लगप्रवासफिचरफोटोफिचरजीवनशैलीसाहित्य/विविधविज्ञान,24
गृहपृष्ठसमाचारअर्थ,24
अभिलेखालयशीर्षक,24
enabled!</span></div>कान्तिपुर,24
without,24
properly,24
work,24
doesn't,24
site,24
this,24
but,24
"sorry,",24
"class=""disableJavascript""><span>We're",24
"style=""display:none""src=""https://www.facebook.com/tr?id=1199855830026830&ev=PageView&noscript=1""/><div",24
"width=""1""",24
"height=""1""",24
गर्नुहोस्पठाउनुहोस<img,24
सुझावपठाउनुहोससम्पर्क,24
रिसेटतपाईँको,24
हेर्नको,24
अवसरनतिजा,24
भाग्यशाली,24
अवलोकनको,24
हिमश्रृंखला,24
मनोरम,24
?नेपालको,24
अंक,24
।तपाईंको,24
लग,24
गर्नको,24
नेटवर्कलगइनसमाचार,24
।कान्तिपुर,24
अपतपाईंको,24
अपअथवासाइन,24
नेटवर्कसाइन,24
"style=""display:none;visibility:hidden""></iframe>कान्तिपुर",24
"width=""0""",24
"src=""https://www.googletagmanager.com/ns.html?id=GTM-KM6FRL""height=""0""",24
<iframe,24
गर्छ ।,23
थिए ।,23
गर्छन् ।,23
उत्पादन,23
दिन,23
५०,23
सय,23
Policy×,23
विचार/विविधाविचारद्वन्द्वको,23
Shipping,23
Plus,23
Off,23
"MachineRs.67,39915%",23
Washing,23
WarrantyKonka,23
Brand,23
Year,23
One,23
Return,23
Easy,23
Days,23
"23,75014",23
F22Rs.,23
Galaxy,23
ShipingSamsung,23
Get,23
Now,23
"23,799Order",23
8iRs.,23
DarazRealme,23
Deals,23
Top,23
सरकारी,23
आयोगका,23
नेपाललाई,23
Share,23
समाचारshares,23
थालेको,23
पढ्नुहोस्रद्द,23
चुरे,22
सम्ममा,22
पूर्वानुमान,22
अवस्था,22
यही,22
युरो–६,22
एउटा,22
लागू,22
संस्था,22
३,22
भएपछि,22
पूर्वाधार,22
गरिएको,22
ऊर्जा,21
पानी,21
हुन् ।,21
केन्द्र,21
भएकाले,21
समस्या,21
वृद्धि,21
हिमाली,20
सामना,20
लोकतान्त्रिक,20
भेडा,20
योजना,20
विश्व,20
भयो ।,20
खरिद,20
हुँदै,20
न्यायाधीश,20
यस्ता,20
६,20
निर्धारण,20
छानविन,20
४,20
यसले,20
गएको,20
भनाइ,20
पहिरो,19
विश्वव्यापी,19
गर्नु,19
संवैधानिक,19
जग्गा,19
सक्ने,19
बताउँछन् ।,19
जनताको,19
अवस्थामा,19
प्राधिकरणले,19
अनौपचारिक,18
घर,18
व्यवस्थापन,18
उच्च,18
अघि,18
सार्वजनिक,18
संरक्षण,18
बनाउने,18
भइरहेको,18
सकिने,18
निर्णय,18
आफ्ना,18
लक्ष्य,18
जारी,18
नियमन,18
निकै,18
बनेको,18
वर्षको,18
चालु,18
महत्त्वपूर्ण,17
सरकार,17
उक्त,17
बनाउन,17
थियो ।,17
भएर,17
गरिरहेको,17
अमेरिकी,17
२७,17
यूडब्लूबी,17
परिवर्तनका,16
गोठ,16
संरचना,16
आधारित,16
लिएर,16
एवं,16
लगानीकर्ताको,16
परिसूचक,16
परियोजना,16
१,16
सम्बोधन,16
सिर्जना,16
राष्ट्र,16
कोप–२६,15
असर,15
शासन,15
सामाजिक,15
जरुरी,15
मुद्दा,15
"छन्,",15
पुगेको,15
सम्बन्धित,15
१५,15
एमसीसीको,15
छन् ।,15
विषय,15
प्रविधि,15
संस्थानलाई,15
प्रत्याभुत,15
२,15
प्रभावित,15
समेत,15
वित्तीय,15
२०७८कान्तिपुर,15
पूर्ण,15
बुटवल,14
पृथ्वीको,14
डलर,14
मापन,14
अझ,14
समाज,14
अदालतमा,14
सीमित,14
प्राकृतिक,14
तयार,14
बढेको,14
का,14
जानकारी,14
मिटर,14
त्यसको,14
समितको,14
हटाउन,14
पदाधिकारी,14
सयमुनि,14
एप्पलको,14
- उद्योग,14
८,14
नहुने,14
समाधान,14
हरित,13
क्षेत्रीय,13
अध्ययन,13
विमानस्थल,13
कुल,13
सकिन्छ ।,13
दिगो,13
त्यति,13
सक्छ ।,13
प्रधानमन्त्री,13
तय,13
नेतृत्वको,13
गरिरहेका,13
विषयमा,13
वर्षका,13
आयोग,13
प्रश्न,13
आधारमा,13
थालेका,13
भइसकेको,13
उपलब्ध,13
कार्यान्वयन,13
हुँदा,13
लम्साल,13
जित्योरमेश,13
संवाददातानाफामा,13
बनाउँछु’कान्तिपुर,13
संवाददाता‘साना,13
सुझावकान्तिपुर,13
संवाददाताविद्युत्,13
ओर्लियोकान्तिपुर,13
संवाददातासेयर,13
प्रक्रियाकान्तिपुर,13
संवाददाताधकेलियो,13
परिसंघकान्तिपुर,13
वाणिज्यबाटएमसीसीजस्ता,13
१२,13
ब्याज,13
संवाददाताकाठमाडौँ,13
जोखिममा,12
उत्पादकत्व,12
सौर्य,12
वर्षा,12
राज्यको,12
सुधार,12
लोकतन्त्रका,12
समाजको,12
ठाउँमा,12
हुँदैन ।,12
दिएको,12
घटाउने,12
मुला,12
नेपालीले,12
सहकार्य,12
निश्चित,12
उनीहरूको,12
कार्यक्रम,12
प्रदूषण,12
स्रोतको,12
जना,12
त्यही,12
गम्भीर,12
लिएको,12
प्रभाव,12
स्थानमा,12
दीर्घकालीन,12
जनाएको,12
बैंक,12
खर्च,12
२०३०,11
अस्ट्रेलियाली,11
न्यूनीकरण,11
भेगमा,11
हावापानी,11
सन्तुलन,11
देखिन्छ ।,11
वर्तमान,11
"हो,",11
बहस,11
यसलाई,11
त्यसलाई,11
छौं ।,11
आएका,11
आह्वान,11
क्षमता,11
त्यसका,11
माध्यमबाट,11
आन्तरिक,11
बढ्दै,11
महिनामा,11
पार्टी,11
हुनु,11
बजारमा,11
बाँकी,11
कमजोर,11
जलस्रोत,11
प्रतिवेदन,11
पानीको,11
समितिले,11
सकेको,11
क्रममा,11
सम्बन्ध,11
लामो,11
९,11
भन्दै,11
नभएको,11
ब्याजदर,11
परेको,11
अस्ट्रेलियाले,10
राजदूत,10
परिवर्तनलाई,10
स्थापना,10
गरिएका,10
संस्थागत,10
भ्रष्टाचार,10
अति,10
दुरुपयोग,10
इमान,10
समान,10
भोल्क,10
त्यस,10
प्रकृतिका,10
कार्की,10
तत्कालीन,10
कमलबजार,10
ध्यान,10
पौडेलले,10
देशमा,10
सहरी,10
बनाएर,10
जति,10
तालिम,10
सालमा,10
पैसा,10
"तर,",10
नाफा,10
तयारी,10
सरकारलाई,10
नेता,10
नेकपा,10
अगाडि,10
जीवन,10
सन्दर्भमा,10
तुलनामा,10
आग्रह,10
गराउन,10
विदेशी,10
यसका,10
हासिल,10
टेबल,10
१३,10
नसक्ने,10
कतिपय,10
खाद्य,9
हिमालय,9
विश्वको,9
हुन्छन् ।,9
मानवीय,9
बढ्दो,9
मानव,9
बेरीपृथ्वी,9
श्रेष्ठजीविकोपार्जनमा,9
जोशीपूर्वानुमानका,9
थपलियालोकतन्त्रको,9
ननिम्त्याऊसम्पादकीयवादहरूबीच,9
विचारबाटअव्यवस्थित,9
अनुसन्धान,9
समग्र,9
बन्ने,9
चीन,9
समाजवादी,9
४५,9
इजलास,9
"हुन्छ,",9
तहका,9
क्रम,9
राखेको,9
तथ्यांक,9
राखेर,9
रोपनीमा,9
भौतिक,9
परिवर्तनको,9
अधिकार,9
बिक्रीका,9
सकिएको,9
एकीकृत,9
२५,9
माथिल्लो,9
आव,9
आयात,9
संघीय,9
गर्नका,9
यसमा,9
‘यो,9
गरे,9
दायित्व,9
गठन,9
मूल्य,9
सुरक्षित,9
हो ।,9
जाने,9
शक्ति,9
हिउँ,9
३०,9
अमेरिका,9
हिउँदे,9
बढाउन,9
मौद्रिक,9
टन,8
भए ।,8
ऊर्जाको,8
पर्वतीय,8
समुदायमा,8
अवसर,8
स्वायत्त,8
अंकुश,8
संस्थाहरूलाई,8
"त्यसैले,",8
संकेत,8
नियमनकारी,8
बढाउने,8
उनी,8
निर्वाह,8
क्षेत्रबाट,8
उनीहरूले,8
बौद्धिक,8
छैनन् ।,8
जनता,8
स्तरमा,8
संकट,8
लिने,8
नगरी,8
संविधान,8
मुद्दाको,8
राख्ने,8
बनाएको,8
तरकारी,8
किसान,8
चलाउने,8
हो ।’,8
प्रचारप्रसार,8
घोषणा,8
रोजगारीमा,8
बचतपत्रको,8
भवनको,8
निर्माणका,8
"हो,’",8
रकम,8
ठूला,8
"होइन,",8
नसकिने,8
आज,8
भारतीय,8
निगमले,8
१४,8
प्रभावकारी,8
आम्दानी,8
सञ्चालन,8
निरन्तर,8
देशको,8
आधा,8
जिल्ला,8
थपिएको,8
विरोधमा,8
प्रतिशतले,8
बैठकमा,8
प्रदेश,8
विकासमा,8
भई,8
अमेरिकाले,8
बढ्ने,8
बताए ।,8
सम्पूर्ण,8
Login,8
परिवर्तनबाट,7
हरितगृह,7
ग्यास,7
कार्बनडाइअक्साइड,7
प्रकोप,7
विपद्,7
जलाधार,7
देउवाले,7
डिग्री,7
सफा,7
वायुको,7
जडित,7
वनस्पति,7
डोना,7
याक,7
चरन,7
मानिस,7
केन्द्रित,7
गुरुङ,7
पारदर्शिता,7
संकटमा,7
आवश्यकताहरू,7
पुँजीवादी,7
पुँजीवाद,7
गरिन्छ ।,7
थोरै,7
विकासको,7
आधारभूत,7
"विकास,",7
सके,7
"तसर्थ,",7
राजनीतिमा,7
पारेको,7
सानो,7
स्वार्थ,7
थिएन ।,7
सत्ताको,7
अदालतको,7
सुनुवाइ,7
संख्या,7
न्यायाधीशको,7
आन्दोलन,7
विमानस्थलको,7
नभएर,7
चलन,7
हिउँदमा,7
मकै,7
विश्लेषण,7
हेर्दा,7
आउने,7
बजेट,7
बराबरको,7
आवास,7
छिमेकी,7
पुनः,7
आयोजना,7
उपयोग,7
इन्धन,7
दिए ।,7
नसकेको,7
गर्नुपर्छ ।,7
कम्तीमा,7
मापदण्डको,7
जम्मा,7
सम्बन्धी,7
४०,7
ऋण,7
आवको,7
कार्यकारी,7
२४,7
नियुक्त,7
लगाउने,7
अनुभव,7
कति,7
व्यापार,7
निर्देशक,7
सेवा,7
उल्लेख,7
बस्न,7
बैठक,7
थिए ।,7
खसेको,7
बाट,7
धारणा,7
भनेको,7
"छ,’",7
चीनले,7
१६,7
राष्ट्रपति,7
ओलम्पिक,7
७,7
देखिएको,7
पार्ने,7
बढ्न,7
प्रवर्द्धन,7
निर्यात,7
बैंकले,7
मेट्रिक,6
उत्सर्जनको,6
कोइला,6
वायु,6
चुरेको,6
हिन्दुकुश,6
अस्ट्रेलियाका,6
सहयोगले,6
परिवर्तनसँग,6
सहयोगमा,6
अस्ट्रेलिया,6
जीवहरू,6
वायुमण्डलमा,6
ताल,6
पोखरी,6
आकलन,6
मौसमी,6
विस्थापित,6
घटना,6
कथा,6
जीविकोपार्जनमा,6
गर्मी,6
समावेशी,6
बनाइयो ।,6
स्वार्थमा,6
सामूहिक,6
रक्षा,6
खेलेको,6
"मिडिया,",6
संरचनाभित्र,6
सञ्चालित,6
व्यक्ति,6
संस्थाहरूकै,6
शुद्धीकरण,6
लोकतन्त्र,6
"अदालत,",6
दलहरू,6
गर्‍यो ।,6
बाह्य,6
समाजका,6
समतामूलक,6
पदाधिकारीहरूले,6
भूमिकामा,6
निकायहरू,6
आधार,6
अनियमितता,6
तल्लो,6
चिसो,6
अभ्यास,6
समाजवादको,6
पक्ष,6
साम्यवाद,6
चरित्र,6
पहिला,6
जुन,6
"र,",6
गर्नेछ ।,6
परिवार,6
आवश्यकता,6
लोकतन्त्रको,6
नैतिक,6
यथार्थ,6
हुन्छन्,6
सिंगो,6
विश्वका,6
निर्णायक,6
प्रस्ट,6
देशभक्त,6
बनिसकेको,6
नेतृत्व,6
प्रारम्भिक,6
थुप्रै,6
मैले,6
प्रतिवेदनले,6
इजलासमा,6
न्याय,6
फैसला,6
महसुस,6
बाध्य,6
जसरी,6
आक्रमण,6
अछामको,6
महत्त्व,6
बाँझै,6
दुःख,6
हाइब्रिड,6
किसानले,6
पहाडी,6
कोसी,6
लगाएर,6
लगाउन,6
मुलाको,6
होइन ।,6
गैरआवासीय,6
लगानीको,6
शाक्यले,6
पाइन्छ ।,6
किन्न,6
आफू,6
विक्री,6
लागेको,6
निष्कासन,6
घटाएर,6
११,6
काममा,6
सामुदायिक,6
प्रगति,6
निर्माणको,6
छ ।’,6
सांस्कृतिक,6
वटा,6
जैविक,6
नहुँदा,6
डेढ,6
लगाएको,6
ज्ञान,6
प्रत्यक्ष,6
सवारी,6
तस्बिर,6
भारत,6
त्यस्तो,6
दाबी,6
प्रतिलिटर,6
नोक्सानी,6
संसद्,6
अवधिमा,6
नाममा,6
सस्तो,6
प्राधिकरणको,6
प्रस्तुत,6
सकिन्छ,6
उल्लेख्य,6
रहे,6
सम्झौताको,6
व्यक्त,6
सशस्त्र,6
कार्यालय,6
यसअघि,6
बैंकका,6
जस्ता,6
भनी,6
मन्त्रालयका,6
"छैन,’",6
समितिको,6
फ्रिक्वेन्सी,6
प्रक्रिया,6
गाउँपालिका,6
विकासशील,6
दातृ,6
क्षेत्रले,6
आगामी,6
आइतबार,6
गतिविधि,6
लिखित,6
दर,6
कदम,6
पर्न,6
व्यवस्थित,6
&,6
magazines,6
newspapers,6
read,6
प्रतिवर्ष,5
पृथ्वीलाई,5
नामक,5
पहिरोको,5
वैज्ञानिक,5
रूपान्तरण,5
नवीकरणीय,5
राष्ट्रहरूको,5
क्षमतामा,5
रह्यो ।,5
अस्ट्रेलियामा,5
मिथेन,5
१.५,5
स्वच्छ,5
विकासोन्मुख,5
सम्मेलन,5
सीमान्तकृत,5
राष्ट्रले,5
अनुमान,5
प्रकारका,5
मोडल,5
अवस्थाको,5
विचारजलवायु,5
मद्दत,5
भेडीगोठ,5
वर्षामा,5
वनस्पतिले,5
उद्देश्य,5
एकै,5
यसै,5
बाढी,5
मानिसलाई,5
भेगका,5
तापक्रमको,5
पुर्‍याउने,5
शोषण,5
द्वन्द्व,5
फेरबदल,5
उतार्न,5
भनिन्छ ।,5
पर्छन् ।,5
परिवर्तनसँगै,5
आशा,5
मूल,5
रुस,5
मुक्त,5
धनी,5
मुलुकमा,5
परिभाषित,5
समाजवाद,5
"युग,",5
भनेझैं,5
प्रजातान्त्रिक,5
अनेकौं,5
संसारभरि,5
सोभियत,5
"भन्छन्,",5
सयभन्दा,5
बिस्तारै,5
कित्ताकाट,5
अत्यधिक,5
बसोबास,5
स्वस्थ,5
भौगोलिक,5
काठमाडौंको,5
घरजग्गा,5
समाजमा,5
व्यवस्थाले,5
सक्नुपर्छ ।,5
भनेकै,5
निर्माणमा,5
उचाइमा,5
केवल,5
सहयोगको,5
शक्तिको,5
आम,5
गरे ।,5
दबाब,5
द्वन्द्वको,5
सजिलै,5
परिस्थिति,5
पद,5
कामु,5
जनताले,5
पुग्ने,5
अत्यावश्यक,5
अधिकतम,5
नियमित,5
प्रक्रियामा,5
भनिएको,5
टावर,5
गरेपछि,5
उत्पादनको,5
नगर्ने,5
सरकारको,5
तराई,5
खाने,5
किसानको,5
लगाएका,5
झन्डै,5
अवधारणा,5
भाग,5
दशक,5
असफल,5
शिक्षा,5
औजार,5
अपेक्षित,5
विदेश,5
विगतमा,5
लागिएको,5
पछिल्ला,5
सुनिश्चित,5
मन्त्रालय,5
३३,5
मन्त्री,5
छन् ।’,5
रुपैयाँमा,5
सेक्युरिटी,5
नियमावली,5
अवलोकन,5
रोकिएको,5
प्रस्ताव,5
भने ।,5
गरिसकेको,5
हजारभन्दा,5
प्रविधिको,5
सकिन्छ ।’,5
सबैले,5
हुनुपर्ने,5
महँगो,5
पर्छ ।,5
भन्न,5
जोड,5
विकल्प,5
सवारीमा,5
इन्धनमा,5
हवाई,5
जाँदा,5
अघिल्लो,5
घटेको,5
बढिरहेको,5
वार्षिक,5
ल्याउन,5
परेका,5
सहमति,5
विरोध,5
पक्षमा,5
असोज,5
आफूले,5
बहुसंख्यक,5
६०,5
सदस्य,5
स्रोतले,5
प्रहार,5
बजार,5
साढे,5
सो,5
गराउने,5
तर्फबाट,5
पाउने,5
छुट,5
मन्त्रालयले,5
छलफल,5
चाहिने,5
अधिकारीले,5
कम्पनीले,5
शनिबार,5
वर्षीय,5
मृत्यु,5
मोटर,5
त्यसले,5
न्यून,5
मुद्रा,5
गुणात्मक,5
टेवा,5
लाभ,5
अनुमोदन,5
निकाय,5
सम्मेलनमा,5
सहरमा,5
बुझाएको,5
२०,5
सहभागी,5
चीनका,5
चिनियाँ,5
पहल,5
रुपमा,5
बढाई,5
अर्थतन्त्रमा,5
and,5
the,5
by,5
ग्रिड,4
खनिज,4
गार्हस्थ्य,4
खेल,4
बलमा,4
रन,4
फिलिपिन्सविरूद्ध,4
उत्सर्जनमा,4
जाहेर,4
आउँछ ।,4
प्रतिशत),4
सम्मेलनको,4
तीमध्ये,4
हरिया,4
सतह,4
मानिसले,4
भारी,4
वनमा,4
स्टेसन,4
पाल्पाको,4
डाँडामा,4
संवेदनशील,4
पहाड,4
नुवाकोट,4
पहिरोले,4
बुटवलको,4
चट्टान,4
विश्वकै,4
पुर्‍याएको,4
राष्ट्रहरूका,4
विशिष्ट,4
प्रतिबद्धतालाई,4
वनजन्य,4
अग्रपंक्तिमा,4
सुरक्षामा,4
अवसरहरू,4
महिला,4
अवसरमा,4
रणनीति,4
रिसर्च,4
एन्ड,4
त्यहाँका,4
सेन्टर,4
इन्टरनेसनल,4
बनाई,4
२०१५,4
संरक्षणमा,4
नेपालसँग,4
समुदायहरूको,4
पुनरुत्थान,4
घटनाले,4
जलेर,4
विशाल,4
हुन् ।)प्रकाशित,4
उत्सर्जनलाई,4
अनुकूलनका,4
बेलायती,4
शिखर,4
छ–,4
पृथ्वीमा,4
राष्ट्रहरूलाई,4
नष्ट,4
संकटको,4
गतिमा,4
विषम,4
हिमनदी,4
प्रक्षेपण,4
अमेरिकामा,4
विशेषता,4
प्रणालीको,4
प्रणालीले,4
मौसमका,4
वर्षाको,4
केन्द्रमा,4
सक्छौं ।,4
गाह्रो,4
शिरमा,4
मात्रामा,4
प्रजाति,4
चौंरी,4
परम्परागत,4
मिटर),4
अवस्थित,4
हुन्थ्यो ।,4
भिरालो,4
कुरालाई,4
सिद्धान्तमा,4
देखाएको,4
रोक्न,4
उत्तरमा,4
घाँस,4
सामान्यतया,4
औल,4
हिउँले,4
केरला,4
दक्षिण,4
किसिमका,4
परिणत,4
दलहरूको,4
अधिकारको,4
नसकोस्,4
सञ्चालनमा,4
